og_id,consensus_product,total_member_count,total_organism_count,proc_strains,proc_members,proc_hypo_members,frac_hypo
cyanorak:CK_00002552,conserved membrane protein,19,19,15,15,0,0.0
cyanorak:CK_00000304,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,19,19,15,15,0,0.0
cyanorak:CK_00000489,conserved hypothetical protein,19,19,15,15,0,0.0
cyanorak:CK_00001050,dethiobiotin synthase,19,19,15,15,0,0.0
cyanorak:CK_00002169,conserved hypothetical protein (DUF3764),16,15,15,16,0,0.0
cyanorak:CK_00000973,conserved hypothetical protein,19,19,15,15,0,0.0
cyanorak:CK_00002334,WD40-repeat-containing protein,16,16,15,15,0,0.0
cyanorak:CK_00009118,CobW-like pseudocobalamin biosynthesis protein,16,16,15,15,0,0.0
cyanorak:CK_00001621,OsmC/Ohr family domain-containing protein,18,18,15,15,0,0.0
cyanorak:CK_00008074,"ABC-type urea transporter, ATPase component UrtE",18,18,15,15,0,0.0
cyanorak:CK_00001367,"ABC-type urea transporter, ATP-binding component UrtD",18,18,15,15,0,0.0
cyanorak:CK_00001366,"ABC-type urea transporter, membrane component",18,18,15,15,0,0.0
cyanorak:CK_00001365,"ABC-type urea transporter, permease component",18,18,15,15,0,0.0
cyanorak:CK_00000076,"ABC-type urea transporter, substrate binding component",20,19,15,15,0,0.0
cyanorak:CK_00001364,urease accessory protein UreG,18,18,15,15,0,0.0
cyanorak:CK_00001363,urease accessory protein UreF,18,18,15,15,0,0.0
cyanorak:CK_00001362,urease accessory protein UreE,18,18,15,15,0,0.0
cyanorak:CK_00001361,urease accessory protein UreD,18,18,15,15,0,0.0
cyanorak:CK_00001360,urease gamma subunit,18,18,15,15,0,0.0
cyanorak:CK_00001359,urease beta subunit,18,18,15,15,0,0.0
cyanorak:CK_00001358,urease alpha subunit,18,18,15,15,0,0.0
cyanorak:CK_00000888,D-alanyl-D-alanine dipeptidase,19,19,15,15,0,0.0
cyanorak:CK_00000897,activator of the histidine kinase NblS,19,19,15,15,0,0.0
cyanorak:CK_00047478,conserved hypothetical protein (DUF2811),19,19,15,15,0,0.0
cyanorak:CK_00001044,PII interaction protein X,19,19,15,15,0,0.0
cyanorak:CK_00001920,conserved hypothetical protein (DUF3303),17,16,15,16,0,0.0
cyanorak:CK_00000252,photosystem II reaction center protein PsbK,19,19,15,15,0,0.0
cyanorak:CK_00001503,sodium-dependent transporter,19,19,15,15,0,0.0
cyanorak:CK_00004021,uncharacterized conserved membrane protein,18,14,14,18,18,1.0
cyanorak:CK_00004184,uncharacterized conserved membrane protein,14,14,14,14,14,1.0
cyanorak:CK_00003940,uncharacterized conserved membrane protein,14,14,14,14,14,1.0
cyanorak:CK_00003993,uncharacterized conserved membrane protein,14,14,14,14,14,1.0
cyanorak:CK_00045976,conserved hypothetical protein,18,18,14,14,14,1.0
cyanorak:CK_00047257,conserved hypothetical protein,14,14,14,14,14,1.0
cyanorak:CK_00056837,conserved hypothetical protein,14,14,14,14,14,1.0
cyanorak:CK_00047604,uncharacterized conserved membrane protein,15,14,14,15,15,1.0
cyanorak:CK_00042789,conserved hypothetical protein family PM-14,19,14,14,19,19,1.0
cyanorak:CK_00002293,conserved hypothetical protein,16,16,14,14,14,1.0
cyanorak:CK_00003913,uncharacterized conserved membrane protein,14,14,14,14,14,1.0
cyanorak:CK_00043005,conserved hypothetical protein,15,15,14,14,14,1.0
cyanorak:CK_00001432,conserved hypothetical protein,19,18,14,15,15,1.0
cyanorak:CK_00047022,conserved hypothetical protein,14,14,14,14,14,1.0
cyanorak:CK_00042537,possible uncharacterized conserved secreted protein,14,14,14,14,14,1.0
cyanorak:CK_00001295,conserved hypothetical protein,18,18,14,14,14,1.0
cyanorak:CK_00049169,conserved hypothetical protein,14,14,14,14,14,1.0
cyanorak:CK_00036065,conserved hypothetical protein,14,14,14,14,14,1.0
cyanorak:CK_00002638,"uncharacterized conserved membrane protein, Prochlorococcus-specific",14,14,14,14,14,1.0
cyanorak:CK_00002637,conserved hypothetical protein,14,14,14,14,14,1.0
cyanorak:CK_00044315,conserved hypothetical protein,14,14,14,14,14,1.0
cyanorak:CK_00002632,uncharacterized conserved membrane protein,14,14,14,14,14,1.0
cyanorak:CK_00044766,uncharacterized conserved membrane protein,14,14,14,14,14,1.0
cyanorak:CK_00045004,conserved hypothetical protein family PM-17,20,14,14,20,20,1.0
cyanorak:CK_00002627,"helper component proteinase, Prochlorococcus-specific",14,14,14,14,14,1.0
cyanorak:CK_00001649,conserved hypothetical protein,18,18,14,14,14,1.0
cyanorak:CK_00050013,Predicted protein family PM-11,14,14,14,14,14,1.0
cyanorak:CK_00004066,conserved hypothetical protein,14,14,14,14,14,1.0
cyanorak:CK_00046930,uncharacterized conserved membrane protein,14,14,14,14,5,0.35714285714285715
cyanorak:CK_00053642,conserved hypothetical protein,14,14,14,14,3,0.21428571428571427
cyanorak:CK_00043686,conserved hypothetical protein,14,14,14,14,2,0.14285714285714285
cyanorak:CK_00036865,uncharacterized conserved membrane protein,17,17,14,14,0,0.0
cyanorak:CK_00001807,putative membrane protein,18,18,14,14,0,0.0
cyanorak:CK_00003998,uncharacterized conserved membrane protein (DUF2839),14,14,14,14,0,0.0
cyanorak:CK_00038486,fluoride exporter,18,18,14,14,0,0.0
cyanorak:CK_00001863,uncharacterized conserved membrane protein,16,16,14,14,0,0.0
cyanorak:CK_00001066,conserved hypothetical protein,18,18,14,14,0,0.0
cyanorak:CK_00001103,bifunctional pyrimidine operon regulatory protein/uracil phosphoribosyltransferase,18,18,14,14,0,0.0
cyanorak:CK_00002168,high light inducible protein,34,14,14,34,0,0.0
cyanorak:CK_00002332,high light inducible protein,33,14,14,33,0,0.0
cyanorak:CK_00002661,high light inducible protein,14,14,14,14,0,0.0
cyanorak:CK_00000061,"bifunctional tRNA-(guanine-N1)-methyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",16,16,14,14,0,0.0
cyanorak:CK_00056771,nucleotide sugar epimerase,14,14,14,14,0,0.0
cyanorak:CK_00000090,UDP-glucose 4-epimerase,20,18,14,14,0,0.0
cyanorak:CK_00006850,glycosyl transferase family GT1,17,17,14,14,0,0.0
cyanorak:CK_00001301,thioredoxin reductase fused with a thioredoxin domain (large NTR System or NTRC),18,18,14,14,0,0.0
cyanorak:CK_00002343,TPR repeat-containing protein,77,14,14,77,0,0.0
cyanorak:CK_00001298,"multidrug efflux transporter, MFS family",18,18,14,14,0,0.0
cyanorak:CK_00057180,nif11-like leader peptide domain protein,14,14,14,14,0,0.0
cyanorak:CK_00054193,conserved hypothetical protein,14,14,14,14,0,0.0
cyanorak:CK_00001768,nucleoside 2-deoxyribosyltransferase family protein,17,17,14,14,0,0.0
cyanorak:CK_00001907,phosphoribosyl transferase domain containing protein,17,17,14,14,0,0.0
cyanorak:CK_00001924,sulfite exporter TauE/SafE family protein,16,16,14,14,0,0.0
cyanorak:CK_00004040,conserved hypothetical protein (DUF2862),14,14,14,14,0,0.0
cyanorak:CK_00001368,glucosyl-3-phosphoglycerate synthase,18,18,14,14,0,0.0
cyanorak:CK_00001369,possible glucosyl(mannosyl)glycerate-glucosidase,18,18,14,14,0,0.0
cyanorak:CK_00001370,glucosyl-3-phosphoglycerate phosphatase,18,18,14,14,0,0.0
cyanorak:CK_00001250,anti-anti-sigma factor family protein,18,18,14,14,0,0.0
cyanorak:CK_00045641,glycine zipper 2TM domain-containing protein,17,17,14,14,0,0.0
cyanorak:CK_00043603,conserved hypothetical protein,15,15,14,14,0,0.0
cyanorak:CK_00000835,protoporphyrinogen IX oxidase,18,18,14,14,0,0.0
cyanorak:CK_00001261,putative photosystem II assembly factor TerC,18,18,14,14,0,0.0
cyanorak:CK_00056941,ribulose-phosphate 3-epimerase,15,15,14,14,0,0.0
cyanorak:CK_00001263,hsp33 family protein,18,18,14,14,0,0.0
cyanorak:CK_00001803,"small-conductance mechanosensitive ion channel, MscS family",16,16,14,14,0,0.0
cyanorak:CK_00000474,conserved hypothetical protein,18,18,14,14,0,0.0
cyanorak:CK_00001214,glyoxalase/Bleomycin resistance /Dioxygenase superfamily protein,18,18,14,14,0,0.0
cyanorak:CK_00001206,pyridoxine 4-dehydrogenase,18,18,14,14,0,0.0
cyanorak:CK_00045409,conserved hypothetical protein,13,13,13,13,13,1.0
cyanorak:CK_00051095,Conserved hypothetical protein,13,13,13,13,13,1.0
cyanorak:CK_00042851,Conserved hypothetical protein,13,13,13,13,13,1.0
cyanorak:CK_00046483,Conserved hypothetical protein,13,13,13,13,13,1.0
cyanorak:CK_00049418,conserved hypothetical protein,18,17,13,13,13,1.0
cyanorak:CK_00054285,Conserved hypothetical protein,13,13,13,13,13,1.0
cyanorak:CK_00051501,conserved hypothetical protein,13,13,13,13,13,1.0
cyanorak:CK_00055533,Conserved hypothetical protein,13,13,13,13,13,1.0
cyanorak:CK_00047094,conserved hypothetical protein,13,13,13,13,13,1.0
cyanorak:CK_00045915,Conserved hypothetical protein,13,13,13,13,13,1.0
cyanorak:CK_00002720,Conserved hypothetical protein,18,13,13,18,18,1.0
cyanorak:CK_00036878,Conserved hypothetical protein,13,13,13,13,13,1.0
cyanorak:CK_00003517,conserved hypothetical protein,13,13,13,13,13,1.0
cyanorak:CK_00039303,conserved hypothetical protein,17,17,13,13,13,1.0
cyanorak:CK_00003500,uncharacterized conserved secreted protein,13,13,13,13,13,1.0
cyanorak:CK_00000141,uncharacterized conserved secreted protein,28,17,13,22,22,1.0
cyanorak:CK_00003487,uncharacterized conserved secreted protein,13,13,13,13,13,1.0
cyanorak:CK_00044313,possible Hantavirus glycoprotein G2,13,13,13,13,13,1.0
cyanorak:CK_00005948,conserved hypothetical protein,17,17,13,13,13,1.0
cyanorak:CK_00000133,conserved hypothetical protein,17,17,13,13,13,1.0
cyanorak:CK_00000211,cyanobacteria-specific lipid-A-disaccharide synthase protein family,17,17,13,13,13,1.0
cyanorak:CK_00042996,Conserved hypothetical protein,13,13,13,13,10,0.7692307692307693
cyanorak:CK_00003478,conserved hypothetical protein,13,13,13,13,10,0.7692307692307693
cyanorak:CK_00000745,uncharacterized conserved secreted protein,17,17,13,13,9,0.6923076923076923
cyanorak:CK_00001320,uncharacterized conserved secreted protein,17,17,13,13,4,0.3076923076923077
cyanorak:CK_00039108,uncharacterized conserved membrane protein (DUF2839),13,13,13,13,0,0.0
cyanorak:CK_00001754,NADH dehydrogenase subunit NdhP,17,17,13,13,0,0.0
cyanorak:CK_00001477,"conserved hypothetical protein, DUF2358 superfamily",17,17,13,13,0,0.0
cyanorak:CK_00044281,site-specific recombinase,15,13,13,15,0,0.0
cyanorak:CK_00001308,conserved hypothetical protein,17,17,13,13,0,0.0
cyanorak:CK_00001343,delta-12 fatty acid desaturase DesA3,17,17,13,13,0,0.0
cyanorak:CK_00001733,conserved hypothetical protein,16,15,13,14,0,0.0
cyanorak:CK_00001235,GAF domain-containing protein,17,16,13,13,0,0.0
cyanorak:CK_00003563,FAD binding domain of DNA photolyase,13,13,13,13,0,0.0
cyanorak:CK_00001475,"uncharacterized conserved membrane protein, DoxX family",17,17,13,13,0,0.0
cyanorak:CK_00001312,possible S-adenosyl-L-methionine-dependent methyltransferase,17,17,13,13,0,0.0
cyanorak:CK_00000274,UDP-glucuronate decarboxylase,19,17,13,15,0,0.0
cyanorak:CK_00001161,"GDP-mannose 4,6-dehydratase",16,16,13,13,0,0.0
cyanorak:CK_00050170,putative membrane protein,19,15,13,17,0,0.0
cyanorak:CK_00001996,photosystem II PsbY protein,17,17,13,13,0,0.0
cyanorak:CK_00000994,Conserved hypothetical protein,17,17,13,13,0,0.0
cyanorak:CK_00001500,cytochrome b6-f complex subunit 5,17,17,13,13,0,0.0
cyanorak:CK_00003494,possible Gram-negative pili assembly chaperone,13,13,13,13,0,0.0
cyanorak:CK_00051518,MAPEG family protein,17,17,13,13,0,0.0
cyanorak:CK_00053712,uncharacterized conserved membrane protein,17,17,13,13,0,0.0
cyanorak:CK_00003479,peptidase S51,13,13,13,13,0,0.0
cyanorak:CK_00001596,FAD/NAD-binding domain-containing protein,17,17,13,13,0,0.0
cyanorak:CK_00051232,helix-hairpin-helix DNA-binding motif class 1-containing protein,13,13,13,13,0,0.0
cyanorak:CK_00001751,conserved hypothetical protein (DUF1830),17,17,13,13,0,0.0
cyanorak:CK_00000852,zinc- or iron-chelating domain-containing protein,17,17,13,13,0,0.0
cyanorak:CK_00001289,CGLD27-like uncharacterized conserved membrane protein,17,17,13,13,0,0.0
cyanorak:CK_00000983,haloacid dehalogenase (HAD) family phosphatase,17,17,13,13,0,0.0
cyanorak:CK_00002010,conserved hypothetical protein,17,15,13,15,0,0.0
cyanorak:CK_00001532,"bacterial regulatory protein, ArsR family",16,15,13,14,0,0.0
cyanorak:CK_00053319,conserved hypothetical protein (DUF1651),13,13,13,13,0,0.0
cyanorak:CK_00003415,putative membrane protein,13,13,13,13,0,0.0
cyanorak:CK_00004022,bacteriophage-like membrane-associated DNA-binding domain-containing protein,13,13,13,13,0,0.0
cyanorak:CK_00000665,multi-copper polyphenol oxidoreductase laccase family protein,17,17,13,13,0,0.0
cyanorak:CK_00001413,conserved hypothetical protein,18,17,13,14,0,0.0
cyanorak:CK_00000611,aldo/keto reductase family protein,17,17,13,13,0,0.0
cyanorak:CK_00000054,penicillin-binding-like protein 1A (PBP1A)(transpeptidase),17,17,13,13,0,0.0
cyanorak:CK_00001460,"deoxyribodipyrimidine photolyase-like, FAD-domain containing protein",17,17,13,13,0,0.0
cyanorak:CK_00001727,conserved hypothetical protein,17,17,13,13,0,0.0
cyanorak:CK_00001303,conserved hypothetical protein,17,17,13,13,0,0.0
cyanorak:CK_00003374,proline iminopeptidase,13,13,13,13,0,0.0
cyanorak:CK_00037507,conserved hypothetical protein,16,14,13,15,0,0.0
cyanorak:CK_00051363,putative lipoprotein,13,13,13,13,0,0.0
cyanorak:CK_00001496,carotenoid isomerase protein family,17,17,13,13,0,0.0
cyanorak:CK_00000571,2Fe-2S ferredoxin,17,17,13,13,0,0.0
cyanorak:CK_00003852,photosystem II reaction center T protein,17,17,13,13,0,0.0
cyanorak:CK_00001665,"cytochrome b559, beta subunit",17,17,13,13,0,0.0
cyanorak:CK_00001330,deoxyribodipyrimidine photolyase (DNA photolyase) (photoreactivating enzyme),17,17,13,13,0,0.0
cyanorak:CK_00001382,photosystem II reaction center assembly factor,17,17,13,13,0,0.0
cyanorak:CK_00000472,phosphoglucosamine mutase,17,17,13,13,0,0.0
cyanorak:CK_00001198,conserved hypothetical protein,17,17,13,13,0,0.0
cyanorak:CK_00000440,beta-lactamase superfamily domain protein,17,17,13,13,0,0.0
cyanorak:CK_00000198,ribosomal protein S12 methylthiotransferase,17,17,13,13,0,0.0
cyanorak:CK_00051322,cobQ/CobB/MinD/ParA nucleotide binding domain protein,16,16,13,13,0,0.0
cyanorak:CK_00039933,conserved hypothetical protein,12,12,12,12,12,1.0
cyanorak:CK_00003991,conserved hypothetical protein,12,12,12,12,12,1.0
cyanorak:CK_00033674,Conserved hypothetical protein,12,12,12,12,12,1.0
cyanorak:CK_00049623,Conserved hypothetical protein,12,12,12,12,12,1.0
cyanorak:CK_00053552,conserved hypothetical protein,14,12,12,14,14,1.0
cyanorak:CK_00042680,Conserved hypothetical protein,12,12,12,12,12,1.0
cyanorak:CK_00039912,Hypothetical protein,12,12,12,12,12,1.0
cyanorak:CK_00055721,conserved hypothetical protein,16,16,12,12,12,1.0
cyanorak:CK_00045754,conserved hypothetical protein,20,16,12,15,15,1.0
cyanorak:CK_00048870,conserved hypothetical protein,12,12,12,12,12,1.0
cyanorak:CK_00003514,conserved hypothetical protein,12,12,12,12,12,1.0
cyanorak:CK_00001718,conserved hypothetical protein,16,16,12,12,12,1.0
cyanorak:CK_00003450,conserved hypothetical protein,12,12,12,12,12,1.0
cyanorak:CK_00001349,conserved hypothetical protein,16,16,12,12,12,1.0
cyanorak:CK_00004096,uncharacterized conserved membrane protein,13,12,12,13,13,1.0
cyanorak:CK_00004186,conserved hypothetical protein,13,12,12,13,13,1.0
cyanorak:CK_00002389,conserved hypothetical protein,18,16,12,12,12,1.0
cyanorak:CK_00000561,lipid A disaccharide synthetase-like protein,16,16,12,12,11,0.9166666666666666
cyanorak:CK_00047242,RmlC-like cupin domain-containing protein,19,14,12,17,8,0.47058823529411764
cyanorak:CK_00005473,cytochrome b6/f complex subunit VI,16,16,12,12,0,0.0
cyanorak:CK_00001946,putative chloride channel,14,14,12,12,0,0.0
cyanorak:CK_00008097,2Fe-2S ferredoxin,16,16,12,12,0,0.0
cyanorak:CK_00003573,high light inducible protein,13,12,12,13,0,0.0
cyanorak:CK_00036913,putative lysine decarboxylase family protein,14,14,12,12,0,0.0
cyanorak:CK_00044761,conserved hypothetical protein,13,13,12,12,0,0.0
cyanorak:CK_00001241,pyridoxamine 5^-phosphate oxidase,16,16,12,12,0,0.0
cyanorak:CK_00056725,pentapeptide repeats family protein,12,12,12,12,0,0.0
cyanorak:CK_00000499,hydrogenase/urease accessory protein,16,16,12,12,0,0.0
cyanorak:CK_00055133,transglutaminase-like superfamily protein,15,15,12,12,0,0.0
cyanorak:CK_00001555,A predicted alpha-helical domain with a conserved ER motif family protein,15,15,12,12,0,0.0
cyanorak:CK_00001357,A circularly permuted ATPgrasp family protein,15,15,12,12,0,0.0
cyanorak:CK_00003476,possible uridine kinase,12,12,12,12,0,0.0
cyanorak:CK_00044628,conserved hypothetical protein (DUF3764),22,16,12,17,0,0.0
cyanorak:CK_00008093,glyceraldehyde-3-phosphate dehydrogenase,16,15,12,13,0,0.0
cyanorak:CK_00001248,"multidrug efflux transporter, MFS family",16,15,12,13,0,0.0
cyanorak:CK_00003420,NTF2-like domain-containing protein,21,12,12,21,0,0.0
cyanorak:CK_00000423,lactoylglutathione lyase,16,16,12,12,0,0.0
cyanorak:CK_00001302,methyltransferase domain protein,16,16,12,12,0,0.0
cyanorak:CK_00001461,short chain dehydrogenase family protein,16,16,12,12,0,0.0
cyanorak:CK_00003367,plastoquinol terminal oxidase,12,12,12,12,0,0.0
cyanorak:CK_00009154,uncharacterized conserved membrane protein,12,12,12,12,0,0.0
cyanorak:CK_00001194,uncharacterized conserved membrane protein,16,16,12,12,0,0.0
cyanorak:CK_00001683,"Mn2+/Fe2+ transporter, NRAMP family",16,16,12,12,0,0.0
cyanorak:CK_00033163,"cytochrome b559, beta subunit-like protein",13,12,12,13,0,0.0
cyanorak:CK_00002352,uncharacterized conserved secreted protein (DUF3721),17,16,12,12,0,0.0
cyanorak:CK_00002301,"fructose-1,6-bisphosphate aldolase class I",14,14,12,12,0,0.0
cyanorak:CK_00001278,cytochrome c553 (cytochrome c6),16,16,12,12,0,0.0
cyanorak:CK_00042328,Conserved hypothetical protein,11,11,11,11,11,1.0
cyanorak:CK_00051952,Conserved hypothetical protein,12,11,11,12,12,1.0
cyanorak:CK_00053684,uncharacterized conserved membrane protein,14,14,11,11,11,1.0
cyanorak:CK_00050122,Conserved hypothetical protein,11,11,11,11,11,1.0
cyanorak:CK_00002642,putative gRAM domain,11,11,11,11,11,1.0
cyanorak:CK_00003363,conserved hypothetical protein,12,11,11,12,12,1.0
cyanorak:CK_00000399,2-oxoglutarate/iron-dependent dioxygenase,15,15,11,11,0,0.0
cyanorak:CK_00001608,plastid lipid-associated protein (PAP)/fibrillin family,16,15,11,11,0,0.0
cyanorak:CK_00001433,conserved hypothetical protein (DUF3303),16,15,11,12,0,0.0
cyanorak:CK_00044138,conserved hypothetical protein DUF985,15,15,11,11,0,0.0
cyanorak:CK_00033152,uncharacterized membrane protein,11,11,11,11,0,0.0
cyanorak:CK_00045577,uncharacterized conserved membrane protein PM-23,10,10,10,10,10,1.0
cyanorak:CK_00045686,Conserved hypothetical protein,10,10,10,10,10,1.0
cyanorak:CK_00045973,Hypothetical protein,10,10,10,10,10,1.0
cyanorak:CK_00045861,Conserved hypothetical protein,10,10,10,10,10,1.0
cyanorak:CK_00003983,conserved hypothetical protein,11,10,10,11,11,1.0
cyanorak:CK_00033671,conserved hypothetical protein,14,14,10,10,10,1.0
cyanorak:CK_00001174,conserved hypothetical protein,14,14,10,10,10,1.0
cyanorak:CK_00003576,"possible bacterial extracellular solute-binding protein, family 3",10,10,10,10,10,1.0
cyanorak:CK_00002644,conserved hypothetical protein,10,10,10,10,10,1.0
cyanorak:CK_00009023,uncharacterized conserved membrane protein,10,10,10,10,10,1.0
cyanorak:CK_00043162,uncharacterized conserved secreted protein,10,10,10,10,10,1.0
cyanorak:CK_00001442,conserved hypothetical protein CHP03894,14,14,10,10,10,1.0
cyanorak:CK_00004020,conserved hypothetical protein,10,10,10,10,10,1.0
cyanorak:CK_00004179,conserved hypothetical protein,10,10,10,10,10,1.0
cyanorak:CK_00047414,conserved hypothetical protein,10,10,10,10,9,0.9
cyanorak:CK_00034772,conserved hypothetical protein,10,10,10,10,1,0.1
cyanorak:CK_00056292,conserved hypothetical protein,10,10,10,10,1,0.1
cyanorak:CK_00033172,sucrose phosphate synthase,10,10,10,10,0,0.0
cyanorak:CK_00047438,GDP-L-fucose synthase,13,13,10,10,0,0.0
cyanorak:CK_00001299,thioredoxin-like superfamily,14,14,10,10,0,0.0
cyanorak:CK_00003497,conserved hypothetical protein,10,10,10,10,0,0.0
cyanorak:CK_00000976,"fructose-1,6-bisphosphate aldolase, class II",14,14,10,10,0,0.0
cyanorak:CK_00001878,cytochrome b6/f complex subunit VIII,14,14,10,10,0,0.0
cyanorak:CK_00051940,"NAD-dependent DNA ligase, N-terminal domain",11,10,10,11,0,0.0
cyanorak:CK_00001851,conserved hypothetical protein,13,13,10,10,0,0.0
cyanorak:CK_00001814,uncharacterized TonB box-containing membrane protein,13,12,10,11,0,0.0
cyanorak:CK_00056818,ABC multidrug efflux transporter,12,12,10,10,0,0.0
cyanorak:CK_00004192,photosystem II reaction center assembly factor PsbN-like protein,12,10,10,12,0,0.0
cyanorak:CK_00004195,possible high light inducible protein,29,10,10,29,0,0.0
cyanorak:CK_00001720,leader peptidase (prepilin peptidase) / N-methyltransferase,14,14,10,10,0,0.0
cyanorak:CK_00001489,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), substrate binding protein",14,14,10,10,0,0.0
cyanorak:CK_00001624,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), membrane protein",14,14,10,10,0,0.0
cyanorak:CK_00001488,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), membrane protein",14,14,10,10,0,0.0
cyanorak:CK_00008060,"BgtA-like ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), ATPase subunit",14,14,10,10,0,0.0
cyanorak:CK_00054774,phage integrase,22,11,10,19,0,0.0
cyanorak:CK_00000115,"dTDP-glucose-4,6-dehydratase",13,13,10,10,0,0.0
cyanorak:CK_00050031,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00050001,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00056778,uncharacterized conserved secreted protein,11,9,9,11,11,1.0
cyanorak:CK_00053566,Conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00048626,conserved hypothetical protein,11,9,9,11,11,1.0
cyanorak:CK_00044630,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00046166,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00048289,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00050253,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00034724,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00036246,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00001603,pepSY-associated TM helix family protein,14,12,9,11,11,1.0
cyanorak:CK_00052124,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00043487,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00053611,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00051242,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00047620,conserved hypothetical protein,10,9,9,10,10,1.0
cyanorak:CK_00054373,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00042391,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00041039,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00056366,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00037811,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00043587,Conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00039158,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00046159,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00041248,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00042838,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00055580,Conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00053681,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00056305,Conserved hypothetical protein,10,9,9,10,10,1.0
cyanorak:CK_00051596,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00047394,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00048124,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00051639,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00055848,possible uncharacterized conserved secreted protein,9,9,9,9,9,1.0
cyanorak:CK_00045181,possible uncharacterized conserved secreted protein,9,9,9,9,9,1.0
cyanorak:CK_00051643,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00047426,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00048479,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00049924,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00038443,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00054584,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00043729,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00041757,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00047151,Conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00035425,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00054066,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00037710,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00038156,uncharacterized conserved glutamine-rich protein,9,9,9,9,9,1.0
cyanorak:CK_00046785,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00043685,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00003600,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00003593,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00003570,possible M protein repeat,11,9,9,11,11,1.0
cyanorak:CK_00003569,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00003564,conserved hypothetical protein,9,9,9,9,9,1.0
cyanorak:CK_00038272,possible uncharacterized conserved secreted protein,9,9,9,9,9,1.0
cyanorak:CK_00003560,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00003511,uncharacterized conserved membrane protein,9,9,9,9,9,1.0
cyanorak:CK_00043412,possible uncharacterized conserved secreted protein,9,9,9,9,9,1.0
cyanorak:CK_00003499,possible uncharacterized conserved secreted protein,9,9,9,9,9,1.0
cyanorak:CK_00003495,uncharacterized conserved secreted protein,9,9,9,9,9,1.0
