organism_name,locus_tag,gene_name,product,function_description,kegg_ko_id,kegg_ko_name,tcdb_family,brite_leaf,sources,gene_category,in_brite,in_kegg,in_tcdb,in_annotation
Alteromonas macleodii EZ55,EZ55_00815,ttg2D,MlaC/ttg2D family ABC transporter substrate-binding protein,"ABC-type transport system involved in resistance to organic solvents, auxiliary component",K07323,mlaC; phospholipid transport system substrate-binding protein,3.A.1.27.3,Phospholipid transporter,brite|kegg|tcdb|annotation,Secondary metabolites,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00816,yrbB,STAS domain-containing protein,NTP binding protein (Contains STAS domain),K07122,mlaB; phospholipid transport system transporter-binding protein,3.A.1.27.3,Phospholipid transporter,brite|kegg|tcdb,Unknown,True,True,True,False
Alteromonas macleodii EZ55,EZ55_00833,secD,protein translocase subunit SecD,Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,K12257,secDF; SecD/SecF fusion protein,2.A.6.4,,tcdb|annotation,Intracellular trafficking,False,False,True,True
Alteromonas macleodii EZ55,EZ55_00834,nhaP2,potassium/proton antiporter,COG3263 NhaP-type Na H and K H antiporters with a unique C-terminal domain,K11105,"cvrA, nhaP2; potassium/hydrogen antiporter",2.A.36.6,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00837,,TonB-dependent receptor,TonB dependent receptor,,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii EZ55,EZ55_00838,ywfM,DMT family transporter,EamA-like transporter family,K03298,"TC.DME; drug/metabolite transporter, DME family",2.A.7.3,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00839,,substrate-binding periplasmic protein,"Bacterial extracellular solute-binding proteins, family 3",,,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii EZ55,EZ55_00841,,ABC transporter substrate-binding protein,"COG0683 ABC-type branched-chain amino acid transport systems, periplasmic component",K01999,livK; branched-chain amino acid transport system substrate-binding protein,3.A.1.4,Branched-chain amino acid transporter,brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00850,,efflux RND transporter periplasmic adaptor subunit,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",2.A.6.2 ; 8.A.1.6,Accessory factors involved in transport [TC:8],brite|kegg|tcdb|annotation,Cell wall and membrane,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00851,,efflux RND transporter permease subunit,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,K03296,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",2.A.6.2,,kegg|tcdb|annotation,Defense mechanisms,False,True,True,True
Alteromonas macleodii EZ55,EZ55_00852,nodT,TolC family protein,"RND efflux system, outer membrane lipoprotein",K18139,"oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system",The Outer Membrane Factor (OMF) Family ; 2.A.6.2,Pores ion channels [TC:1],brite|kegg|tcdb|annotation,Cell wall and membrane,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00858,pstC,ABC transporter permease subunit,"transport system, permease component",K02037,pstC; phosphate transport system permease protein,3.A.1.7,Phosphate transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00859,pstA,phosphate ABC transporter permease PstA,Phosphate transport system permease,K02038,pstA; phosphate transport system permease protein,3.A.1.7,Phosphate transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00860,pstB,phosphate ABC transporter ATP-binding protein PstB,Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system,K02036,pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1],3.A.1.7,Phosphate transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00861,phoU,phosphate signaling complex protein PhoU,Plays a role in the regulation of phosphate uptake,K02039,phoU; phosphate transport system protein,,,kegg,Inorganic ion transport,False,True,False,False
Alteromonas macleodii EZ55,EZ55_00862,pitA,inorganic phosphate transporter,COG0306 Phosphate sulphate permeases,K03306,"TC.PIT; inorganic phosphate transporter, PiT family",The Inorganic Phosphate Transporter (PiT) Family,,kegg|tcdb|annotation,Inorganic ion transport,False,True,True,True
Alteromonas macleodii EZ55,EZ55_00864,oxyR,hydrogen peroxide-inducible genes activator,Transcriptional regulator,K04761,"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator",,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_00882,,LysR family transcriptional regulator,"PFAM LysR substrate-binding protein, regulatory protein LysR",,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_00892,sstT,serine/threonine transporter SstT,"Involved in the import of serine and threonine into the cell, with the concomitant import of sodium (symport system)",K07862,sstT; serine/threonine transporter,2.A.23.4,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00899,,MipA/OmpV family protein,MltA-interacting protein MipA,K07274,"mipA, ompV; MipA family protein",9.B.99.1,Pores ion channels [TC:1],brite|tcdb,Cell wall and membrane,True,False,True,False
Alteromonas macleodii EZ55,EZ55_00904,ybiT,ABC-F family ATPase,COG0488 ATPase components of ABC transporters with duplicated ATPase domains,,,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii EZ55,EZ55_00910,,mechanosensitive ion channel family protein,Mechanosensitive ion channel,K16052,"ynaI, mscMJ; MscS family membrane protein",1.A.23.4,Pores ion channels [TC:1],brite|tcdb|annotation,Cell wall and membrane,True,False,True,True
Alteromonas macleodii EZ55,EZ55_00915,,MFS transporter,COG0477 Permeases of the major facilitator superfamily,K07552 ; K08154,"bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein ; emrD; MFS transporter, DHA1 family, 2-module integral membrane pump EmrD",2.A.1.2.9,Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2],brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00937,,CidA/LrgA family protein,LrgA family,K06518,cidA; holin-like protein,1.E.14.2,Pores ion channels [TC:1],brite|tcdb,Unknown,True,False,True,False
Alteromonas macleodii EZ55,EZ55_00950,gspA,ExeA family protein,"COG3267 Type II secretory pathway, component ExeA",K02450,gspA; general secretion pathway protein A,The ExeAB (ExeAB) Secretin Assembly/Export Complex Family,,tcdb,Intracellular trafficking,False,False,True,False
Alteromonas macleodii EZ55,EZ55_00951,gspB,general secretion pathway protein GspB,Type II secretion system protein B,K02451,gspB; general secretion pathway protein B,The ExeAB (ExeAB) Secretin Assembly/Export Complex Family,,tcdb,Intracellular trafficking,False,False,True,False
Alteromonas macleodii EZ55,EZ55_00963,natA,ABC transporter ATP-binding protein,"ABC-type Na transport system, ATPase component",K09697,natA; sodium transport system ATP-binding protein [EC:7.2.2.4],3.A.1.115,Sodium transporter,brite|kegg|tcdb|annotation,Energy production,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00964,natB,ABC transporter permease,"COG1668 ABC-type Na efflux pump, permease component",K09696,natB; sodium transport system permease protein,3.A.1.115,Sodium transporter,brite|kegg|tcdb|annotation,Energy production,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00967,ccmA,cytochrome c biogenesis heme-transporting ATPase CcmA,"once thought to export heme, this seems not to be the case, but its exact role is uncertain. Responsible for energy coupling to the transport system",K02193,ccmA; heme exporter protein A [EC:7.6.2.5],3.A.1.107,Heme transporter,brite|kegg|tcdb|annotation,Post-translational modification,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00968,ccmB,heme exporter protein CcmB,Required for the export of heme to the periplasm for the biogenesis of c-type cytochromes,K02194,ccmB; heme exporter protein B,3.A.1.107,Heme transporter,brite|kegg|tcdb|annotation,Post-translational modification,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00969,ccmC,heme ABC transporter permease,Required for the export of heme to the periplasm for the biogenesis of c-type cytochromes,K02195,ccmC; heme exporter protein C,3.A.1.107,Heme transporter,brite|kegg|tcdb|annotation,Post-translational modification,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00970,ccmD,heme exporter protein CcmD,Required for the export of heme to the periplasm for the biogenesis of c-type cytochromes,K02196,ccmD; heme exporter protein D,3.A.1.107,Heme transporter,brite|kegg|tcdb|annotation,Intracellular trafficking,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00972,ccmF,heme lyase CcmF/NrfE family subunit,COG1138 Cytochrome c biogenesis factor,K02198,ccmF; cytochrome c-type biogenesis protein CcmF,9.B.14.1,Others,brite|tcdb,Post-translational modification,True,False,True,False
Alteromonas macleodii EZ55,EZ55_00979,dtpT,peptide MFS transporter,POT family,K03305,"TC.POT; proton-dependent oligopeptide transporter, POT family",The Proton-dependent Oligopeptide Transporter (POT/PTR) Family,,kegg|tcdb|annotation,Amino acid metabolism,False,True,True,True
Alteromonas macleodii EZ55,EZ55_00980,kpsE,capsule biosynthesis protein,COG3524 Capsule polysaccharide export protein,K10107,kpsE; capsular polysaccharide transport system permease protein,3.A.1.101,Capsular polysaccharide transporter,brite|kegg|tcdb,Cell wall and membrane,True,True,True,False
Alteromonas macleodii EZ55,EZ55_00981,kpsT,ABC transporter ATP-binding protein,"ABC-type polysaccharide polyol phosphate transport system, ATPase component",K09689,kpsT; capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12],3.A.1.101,Capsular polysaccharide transporter,brite|kegg|tcdb|annotation,Carbohydrate metabolism,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00982,kpsM,ABC transporter permease,Transport permease protein,K09688,kpsM; capsular polysaccharide transport system permease protein,3.A.1.101,Capsular polysaccharide transporter,brite|kegg|tcdb|annotation,Carbohydrate metabolism,True,True,True,True
Alteromonas macleodii EZ55,EZ55_00989,,ComEA family DNA-binding protein,Competence protein,K02237,comEA; competence protein ComEA,3.A.11.1 ; 3.A.11.2,,tcdb,Replication and repair,False,False,True,False
Alteromonas macleodii EZ55,EZ55_00996,syd,SecY-interacting protein,"Interacts with the SecY protein in vivo. May bind preferentially to an uncomplexed state of SecY, thus functioning either as a chelating agent for excess SecY in the cell or as a regulatory factor that negatively controls the translocase function",K15723,syd; SecY interacting protein Syd,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01020,yaeT,outer membrane protein assembly factor BamA,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane",K07277,"SAM50, TOB55, bamA; outer membrane protein insertion porin family",The Outer Membrane Protein Insertion Porin (Bam Complex) (OmpIP) Family,Pores ion channels [TC:1],brite|tcdb,Cell wall and membrane,True,False,True,False
Alteromonas macleodii EZ55,EZ55_01028,tilS,tRNA lysidine(34) synthetase TilS,"Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine",K04075,"tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]",,,annotation,Cell cycle and division,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01030,kefB,cation:proton antiporter domain-containing protein,Belongs to the monovalent cation proton antiporter 2 (CPA2) transporter (TC 2.A.37) family,K03455,"KEA1_2_3, kefB, kefC; K+:H+ antiporter",The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01034,mltF,membrane-bound lytic murein transglycosylase MltF,"Murein-degrading enzyme that degrades murein glycan strands and insoluble, high-molecular weight murein sacculi, with the concomitant formation of a 1,6-anhydromuramoyl product. Lytic transglycosylases (LTs) play an integral role in the metabolism of the peptidoglycan (PG) sacculus. Their lytic action creates space within the PG sacculus to allow for its expansion as well as for the insertion of various structures such as secretion systems and flagella",K18691,mltF; peptidoglycan lytic transglycosylase F [EC:4.2.2.29],,,annotation,Cell wall and membrane,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01063,fliD,flagellar filament capping protein FliD,"Required for morphogenesis and for the elongation of the flagellar filament by facilitating polymerization of the flagellin monomers at the tip of growing filament. Forms a capping structure, which prevents flagellin subunits (transported through the central channel of the flagellum) from leaking out without polymerization at the distal end",K02407,fliD; flagellar hook-associated protein 2,,,annotation,Cell motility,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01074,fliF,flagellar basal-body MS-ring/collar protein FliF,The M ring may be actively involved in energy transduction,K02409,fliF; flagellar M-ring protein FliF,3.A.6.2 ; 3.A.6.3,,tcdb,Cell motility,False,False,True,False
Alteromonas macleodii EZ55,EZ55_01076,fliH,flagellar assembly protein FliH,Flagellar biosynthesis type III secretory pathway protein,K02411,fliH; flagellar assembly protein FliH,3.A.6.2,,tcdb,Cell motility,False,False,True,False
Alteromonas macleodii EZ55,EZ55_01077,fliI,flagellar protein export ATPase FliI,COG1157 Flagellar biosynthesis type III secretory pathway ATPase,K02412,fliI; flagellum-specific ATP synthase [EC:7.4.2.8],3.A.6.2 ; 3.A.6.3,,tcdb,Cell motility,False,False,True,False
Alteromonas macleodii EZ55,EZ55_01082,fliN,flagellar motor switch protein FliN,"FliN is one of three proteins (FliG, FliN, FliM) that form the rotor-mounted switch complex (C ring), located at the base of the basal body. This complex interacts with the CheY and CheZ chemotaxis proteins, in addition to contacting components of the motor that determine the direction of flagellar rotation",K02417,fliN; flagellar motor switch protein FliN,3.A.6.2 ; 3.A.6.3,,tcdb,Cell motility,False,False,True,False
Alteromonas macleodii EZ55,EZ55_01083,fliO,flagellar biosynthetic protein FliO,"Flagellar biosynthesis protein, FliO",K02418,"fliO, fliZ; flagellar protein FliO/FliZ",3.A.6.2,,tcdb,Cell motility,False,False,True,False
Alteromonas macleodii EZ55,EZ55_01084,fliP,flagellar type III secretion system pore protein FliP,Plays a role in the flagellum-specific transport system,K02419,fliP; flagellar biosynthesis protein FliP,3.A.6.2,,tcdb|annotation,Cell motility,False,False,True,True
Alteromonas macleodii EZ55,EZ55_01085,fliQ,flagellar biosynthesis protein FliQ,Role in flagellar biosynthesis,K02420,fliQ; flagellar biosynthesis protein FliQ,3.A.6.2,,tcdb,Cell motility,False,False,True,False
Alteromonas macleodii EZ55,EZ55_01086,fliR,flagellar biosynthetic protein FliR,Role in flagellar biosynthesis,K02421,fliR; flagellar biosynthesis protein FliR,3.A.6.2,,tcdb,Cell motility,False,False,True,False
Alteromonas macleodii EZ55,EZ55_01087,flhB,flagellar biosynthesis protein FlhB,"Required for formation of the rod structure in the basal body of the flagellar apparatus. Together with FliI and FliH, may constitute the export apparatus of flagellin",K02401,flhB; flagellar biosynthesis protein FlhB,3.A.6.2,,tcdb,Cell motility,False,False,True,False
Alteromonas macleodii EZ55,EZ55_01090,flhA,flagellar biosynthesis protein FlhA,"Required for formation of the rod structure of the flagellar apparatus. Together with FliI and FliH, may constitute the export apparatus of flagellin",K02400,flhA; flagellar biosynthesis protein FlhA,3.A.6.2 ; 3.A.6.3,,tcdb,Cell motility,False,False,True,False
Alteromonas macleodii EZ55,EZ55_01108,metR,LysR family transcriptional regulator,Transcriptional regulator,K03576,"metR; LysR family transcriptional regulator, regulator for metE and metH",,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01109,oxyR,hydrogen peroxide-inducible genes activator,Transcriptional regulator,K04761,"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator",,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01111,,SulP family inorganic anion transporter,COG0659 Sulfate permease and related transporters (MFS superfamily),K03321,"TC.SULP; sulfate permease, SulP family",2.A.53.3,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01112,,TonB-dependent receptor domain-containing protein,TonB dependent receptor,,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01124,oadG,OadG family protein,Lyase and sodium transporter,K01573,oadG; oxaloacetate decarboxylase (Na+ extruding) subunit gamma,3.B.1.1.1,Primary active transporters [TC:3],brite|tcdb|annotation,Energy production,True,False,True,True
Alteromonas macleodii EZ55,EZ55_01125,oadA,sodium-extruding oxaloacetate decarboxylase subunit alpha,COG5016 Pyruvate oxaloacetate carboxyltransferase,K01571,oadA; oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2],3.B.1.1.1,Primary active transporters [TC:3],brite|tcdb,Energy production,True,False,True,False
Alteromonas macleodii EZ55,EZ55_01126,oadB,sodium ion-translocating decarboxylase subunit beta,Na transporting methylmalonyl-CoA oxaloacetate decarboxylase beta subunit,K01572,K01572,3.B.1.1.1,,tcdb,Energy production,False,False,True,False
Alteromonas macleodii EZ55,EZ55_01127,dppF,ATP-binding cassette domain-containing protein,"ABC transporter, ATP-binding protein",K12372 ; K19230,dppF; dipeptide transport system ATP-binding protein ; sapF; cationic peptide transport system ATP-binding protein,3.A.1.5.5,Dipeptide transporter ; Cationic peptide transporter,brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01128,sapD,peptide ABC transporter ATP-binding protein,Belongs to the ABC transporter superfamily,K02031 ; K02032 ; K13896 ; K19229,ddpD; peptide/nickel transport system ATP-binding protein ; ddpF; peptide/nickel transport system ATP-binding protein ; yejF; microcin C transport system ATP-binding protein ; sapD; cationic peptide transport system ATP-binding protein,3.A.1.5.21 ; 3.A.1.5.24 ; 3.A.1.5.5,Cationic peptide transporter ; Peptides/nickel transporter ; Microcin C transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01129,sapC,ABC transporter permease subunit,"ABC-type antimicrobial peptide transport system, permease component",K12370 ; K19228,dppC; dipeptide transport system permease protein ; sapC; cationic peptide transport system permease protein,3.A.1.5.5,Dipeptide transporter ; Cationic peptide transporter,brite|kegg|tcdb|annotation,Defense mechanisms,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01130,dppB,ABC transporter permease,"COG0601 ABC-type dipeptide oligopeptide nickel transport systems, permease components",K12369 ; K15581 ; K19227,dppB; dipeptide transport system permease protein ; oppB; oligopeptide transport system permease protein ; sapB; cationic peptide transport system permease protein,3.A.1.5.1 ; 3.A.1.5.18 ; 3.A.1.5.19 ; 3.A.1.5.25 ; 3.A.1.5.5,Oligopeptide transporter ; Dipeptide transporter ; Cationic peptide transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01131,sapA,ABC transporter substrate-binding protein,"ABC-type dipeptide transport system, periplasmic component",K12368 ; K19226,dppA; dipeptide transport system substrate-binding protein ; sapA; cationic peptide transport system substrate-binding protein,3.A.1.5.5,Dipeptide transporter ; Cationic peptide transporter,brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01137,tyrR,transcriptional regulator TyrR,Transcriptional regulator of aromatic amino acids metabolism,K03721,"tyrR; transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport",,,kegg,Amino acid metabolism,False,True,False,False
Alteromonas macleodii EZ55,EZ55_01145,,TonB-dependent receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01146,,TonB-dependent receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii EZ55,EZ55_01153,,MotA/TolQ/ExbB proton channel family protein,MotA TolQ ExbB proton channel,K03561,exbB; biopolymer transport protein ExbB,1.A.30.2.1,Pores ion channels [TC:1],brite|kegg|tcdb|annotation,Intracellular trafficking,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01154,exbB2,MotA/TolQ/ExbB proton channel family protein,COG0811 Biopolymer transport proteins,K03561,exbB; biopolymer transport protein ExbB,1.A.30.2.1,Pores ion channels [TC:1],brite|kegg|tcdb|annotation,Intracellular trafficking,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01155,exbD2,ExbD/TolR family protein,Biopolymer transport protein,K03559,exbD; biopolymer transport protein ExbD,1.A.30.2.1,Pores ion channels [TC:1],brite|kegg|tcdb|annotation,Intracellular trafficking,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01156,tonB2,energy transducer TonB,"Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins",K03832,tonB; periplasmic protein TonB,2.C.1.1,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Intracellular trafficking,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01161,,TonB-dependent receptor,Outer membrane receptor,,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01163,pnuC,nicotinamide riboside transporter PnuC,nicotinamide mononucleotide transporter,K03811,pnuC; nicotinamide mononucleotide transporter,4.B.1.1,Others,brite|kegg|tcdb|annotation,Coenzyme metabolism,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01169,,DMT family transporter,COG0697 Permeases of the drug metabolite transporter (DMT) superfamily,,,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01170,yafC,LysR family transcriptional regulator,Transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01171,ydhP,MFS transporter,Arabinose efflux permease,K18567 ; K19577,"pbuE; MFS transporter, DHA1 family, purine base/nucleoside efflux pump ; ydhP; MFS transporter, DHA1 family, inner membrane transport protein",2.A.1.2.25 ; 2.A.1.2.65,Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2],brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01176,yiaV,HlyD family secretion protein,COG1566 Multidrug resistance efflux pump,K03543,"emrA; membrane fusion protein, multidrug efflux system",8.A.1.1,Accessory factors involved in transport [TC:8],brite|kegg|tcdb|annotation,Defense mechanisms,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01180,cstA,carbon starvation CstA family protein,5TM C-terminal transporter carbon starvation CstA,K06200,cstA; carbon starvation protein,,Electrochemical potential-driven transporters [TC:2],brite|annotation,Signal transduction,True,False,False,True
Alteromonas macleodii EZ55,EZ55_01195,,LysR family transcriptional regulator,Transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01217,hcaT,MFS transporter,COG0477 Permeases of the major facilitator superfamily,K05820,"hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter",2.A.1.27,Phenylproprionate permease (PPP) family [TC:2.A.1.27],brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01225,,TonB-dependent receptor plug domain-containing protein,"COG1629 Outer membrane receptor proteins, mostly Fe transport",K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii EZ55,EZ55_01228,,TonB-dependent receptor,TonB dependent receptor,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii EZ55,EZ55_01232,motY,flagellar protein MotY,Belongs to the ompA family,K21218,motY; sodium-type flagellar protein MotY,1.A.30.1,Pores ion channels [TC:1],brite|tcdb,Cell wall and membrane,True,False,True,False
Alteromonas macleodii EZ55,EZ55_01241,rnfE,electron transport complex subunit E,Part of a membrane-bound complex that couples electron transfer with translocation of ions across the membrane,K03613,rnfE; H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E,,,annotation,Energy production,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01242,rnfG,RnfABCDGE type electron transport complex subunit G,Part of a membrane-bound complex that couples electron transfer with translocation of ions across the membrane,K03612,rnfG; H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G,,,annotation,Energy production,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01243,rnfD,electron transport complex subunit RsxD,Part of a membrane-bound complex that couples electron transfer with translocation of ions across the membrane,K03614,rnfD; H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.1.1.11 7.2.1.2],,,annotation,Energy production,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01244,rsxC,electron transport complex subunit RsxC,Part of a membrane complex involved in electron transport,K03615,rnfC; H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.1.1.11 7.2.1.2],,,annotation,Energy production,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01245,rsxB,electron transport complex subunit RsxB,Part of a membrane complex involved in electron transport,K03616,rnfB; H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.1.1.11 7.2.1.2],,,annotation,Energy production,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01246,rnfA,electron transport complex subunit RsxA,Part of a membrane-bound complex that couples electron transfer with translocation of ions across the membrane,K03617,rnfA; H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A,,,annotation,Energy production,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01249,,MATE family efflux transporter,COG0534 Na -driven multidrug efflux pump,,,,,annotation,Defense mechanisms,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01250,uvrB,excinuclease ABC subunit UvrB,"The UvrABC repair system catalyzes the recognition and processing of DNA lesions. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. Upon binding of the UvrA(2)B(2) complex to a putative damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage",K03702,uvrB; excinuclease ABC subunit B,,,kegg,Replication and repair,False,True,False,False
Alteromonas macleodii EZ55,EZ55_01251,,LysR family transcriptional regulator,Transcriptional regulator,K21699,"bauR; LysR family transcriptional regulator, transcriptional activator for bauABCD operon",,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01254,,type 2 periplasmic-binding domain-containing protein,ABC-type amino acid transport signal transduction systems periplasmic component domain,,,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii EZ55,EZ55_01261,,SLC13 family permease,COG0471 Di- and tricarboxylate transporters,,,,,annotation,Inorganic ion transport,False,False,False,True
