organism_name,locus_tag,gene_name,product,function_description,kegg_ko_id,kegg_ko_name,tcdb_family,brite_leaf,sources,gene_category,in_brite,in_kegg,in_tcdb,in_annotation
Alteromonas macleodii HOT1A3,ACZ81_07725,ttgA,efflux RND transporter periplasmic adaptor subunit,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,,,,,annotation,Cell wall and membrane,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_07730,kefC,monovalent cation:proton antiporter-2 (CPA2) family protein,Belongs to the monovalent cation proton antiporter 2 (CPA2) transporter (TC 2.A.37) family,K03455 ; K11745 ; K11747,"KEA1_2_3, kefB, kefC; K+:H+ antiporter ; kefC; glutathione-regulated potassium-efflux system protein KefC ; kefB; glutathione-regulated potassium-efflux system protein KefB",The Monovalent Cation:Proton Antiporter-2 (CPA2) Family ; 2.A.37.1.1 ; 2.A.37.1.2,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_07735,ywrO,NAD(P)H-dependent oxidoreductase,Flavodoxin-like fold,K11748,kefG; glutathione-regulated potassium-efflux system ancillary protein KefG,2.A.37.1.2,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb,Unknown,True,True,True,False
Alteromonas macleodii HOT1A3,ACZ81_07785,uraH,hydroxyisourate hydrolase,Catalyzes the hydrolysis of 5-hydroxyisourate (HIU) to 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline (OHCU),K07127,"uraH, pucM, hiuH; 5-hydroxyisourate hydrolase [EC:3.5.2.17]",9.B.35.1.2 ; 9.B.35.2,Others,brite|tcdb,Unknown,True,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_07825,yjcD,NCS2 family permease,COG2252 Permeases,K06901,"pbuG, azgA, ghxP, ghxQ, adeQ; adenine/guanine/hypoxanthine permease",2.A.1.40,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Unknown,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_07855,,purine nucleoside permease,Purine nucleoside permease,,,,,annotation,Nucleotide metabolism,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_07860,,TonB-dependent siderophore receptor,receptor,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_07865,xanQ,uracil-xanthine permease family protein,xanthine,K03458 ; K16345 ; K16346,"TC.NCS2; nucleobase:cation symporter-2, NCS2 family ; xanP; xanthine permease XanP ; xanQ; xanthine permease XanQ",The Nucleobase/Ascorbate Transporter (NAT) or Nucleobase:Cation Symporter-2 (NCS2) Family ; 2.A.40.4.2 ; 2.A.40.4.3,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Nucleotide metabolism,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_07890,,sulfite exporter TauE/SafE family protein,membrane transporter protein,,,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_07920,,mechanosensitive ion channel family protein,Mechanosensitive ion channel,,,,,annotation,Cell wall and membrane,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_07975,,outer membrane beta-barrel protein,Putative beta-barrel porin 2,K20920,vpsM; polysaccharide biosynthesis protein VpsM,1.B.66.3.1 ; 1.B.66.3.2,Pores ion channels [TC:1],brite|tcdb,Unknown,True,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_07980,gumB,polysaccharide biosynthesis/export family protein,COG1596 Periplasmic protein involved in polysaccharide export,K20988,vpsN; polysaccharide biosynthesis/export protein VpsN,The Outer Membrane Auxiliary (OMA) Protein Family,Pores ion channels [TC:1],brite|tcdb,Cell wall and membrane,True,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_07985,,GumC family protein,protein involved in exopolysaccharide biosynthesis,K16554 ; K16692,"exoP, vpsO; polysaccharide biosynthesis transport protein [EC:2.7.10.3] ; etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3]",8.A.3.1,Accessory factors involved in transport [TC:8],brite|kegg|tcdb,Cell cycle and division,True,True,True,False
Alteromonas macleodii HOT1A3,ACZ81_08165,lolC,lipoprotein-releasing ABC transporter permease subunit,"COG4591 ABC-type transport system, involved in lipoprotein release, permease component",K09808,lolC_E_F; lipoprotein-releasing system permease protein,3.A.1.125,Lipoprotein-releasing transporter,brite|kegg|tcdb|annotation,Cell wall and membrane,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_08180,,energy-coupling factor ABC transporter permease,membrane,,,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08220,,spinster family MFS transporter,Sugar (and other) transporter,,,,,annotation,Carbohydrate metabolism,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08240,,MFS transporter,Major facilitator superfamily,,,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08295,,diguanylate cyclase,"COG0834 ABC-type amino acid transport signal transduction systems, periplasmic component domain",,,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08330,,TonB-dependent receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08345,,Na+/H+ antiporter NhaC family protein,Na H antiporter,,,,,annotation,Energy production,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08415,lolD,lipoprotein-releasing ABC transporter ATP-binding protein LolD,"Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner",K09810,lolD; lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-],3.A.1.125,Lipoprotein-releasing transporter,brite|tcdb|annotation,Defense mechanisms,True,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_08420,lolE,lipoprotein-releasing ABC transporter permease subunit,"COG4591 ABC-type transport system, involved in lipoprotein release, permease component",K09808,lolC_E_F; lipoprotein-releasing system permease protein,3.A.1.125,Lipoprotein-releasing transporter,brite|kegg|tcdb|annotation,Cell wall and membrane,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_08425,gltT,dicarboxylate/amino acid:cation symporter,Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family,K03309,"TC.DAACS; dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family",The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family,,kegg|tcdb|annotation,Intracellular trafficking,False,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_08455,,LysR family transcriptional regulator,Transcriptional regulator,K11921,"cynR; LysR family transcriptional regulator, cyn operon transcriptional activator",,,annotation,Transcription,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08480,,glutathione binding-like protein,"Glutathione S-transferase, C-terminal domain",K00799,"GST, gst; glutathione S-transferase [EC:2.5.1.18]",1.A.12.2.2 ; 1.A.12.3.2,Pores ion channels [TC:1],brite|tcdb,Post-translational modification,True,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_08485,,nuclear transport factor 2 family protein,Protein of unknown function (DUF1348),K09958,K09958; uncharacterized protein,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08490,,LysR family transcriptional regulator,"Bacterial regulatory helix-turn-helix protein, lysR family",,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08690,,purine-cytosine permease family protein,COG1457 Purine-cytosine permease and related proteins,K03457,"TC.NCS1; nucleobase:cation symporter-1, NCS1 family",The Nucleobase:Cation Symporter-1 (NCS1) Family,,kegg|tcdb|annotation,Nucleotide metabolism,False,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_08705,,LysR family transcriptional regulator,Transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08715,,mechanosensitive ion channel family protein,Mechanosensitive ion channel,,,,,annotation,Cell wall and membrane,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08720,,TonB-dependent receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08850,,TonB-dependent siderophore receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_08900,,TonB-dependent receptor,TonB dependent receptor,,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08915,ynjB,ABC transporter substrate-binding protein,Bacterial extracellular solute-binding protein,K05777,ynjB; putative thiamine transport system substrate-binding protein,,Putative thiamine transporter,brite|kegg|annotation,Unknown,True,True,False,True
Alteromonas macleodii HOT1A3,ACZ81_08920,ynjC,ABC transporter permease,transport system permease component,K05778,ynjC; putative thiamine transport system permease protein,,Putative thiamine transporter,brite|kegg|annotation,Inorganic ion transport,True,True,False,True
Alteromonas macleodii HOT1A3,ACZ81_08925,ynjD,ATP-binding cassette domain-containing protein,ABC transporter,K05779,ynjD; putative thiamine transport system ATP-binding protein,,Putative thiamine transporter,brite|kegg|annotation,Unknown,True,True,False,True
Alteromonas macleodii HOT1A3,ACZ81_08975,,LysR family transcriptional regulator,LysR substrate binding domain,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_08980,,NAD(P)H-dependent oxidoreductase,Flavodoxin-like fold,K11748,kefG; glutathione-regulated potassium-efflux system ancillary protein KefG,2.A.37.1.2,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb,Unknown,True,True,True,False
Alteromonas macleodii HOT1A3,ACZ81_09000,,LysR family transcriptional regulator,Transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_09005,,TonB-dependent siderophore receptor,TonB dependent receptor,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_09010,,DUF3526 domain-containing protein,Domain of unknown function (DUF3526),K01992,ABC-2.P; ABC-2 type transport system permease protein,The ATP-binding Cassette (ABC) Superfamily,ABC-2 type transporter,brite|kegg|tcdb,Unknown,True,True,True,False
Alteromonas macleodii HOT1A3,ACZ81_09015,,ABC transporter permease,Domain of unknown function (DUF3526),K01992,ABC-2.P; ABC-2 type transport system permease protein,The ATP-binding Cassette (ABC) Superfamily,ABC-2 type transporter,brite|kegg|tcdb|annotation,Unknown,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_09020,drrA,ABC transporter ATP-binding protein,"AAA domain, putative AbiEii toxin, Type IV TA system",K01990,ABC-2.A; ABC-2 type transport system ATP-binding protein,The ATP-binding Cassette (ABC) Superfamily,ABC-2 type transporter,brite|kegg|tcdb|annotation,Defense mechanisms,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_09075,ratA,type II toxin-antitoxin system RatA family toxin,COG2867 Oligoketide cyclase lipid transport protein,,,,,annotation,Lipid metabolism,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_09090,betT,BCCT family transporter,Belongs to the BCCT transporter (TC 2.A.15) family,K02168,"betT, betS; choline/glycine/proline betaine transport protein",2.A.15.1.3 ; 2.A.15.1.4,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Cell wall and membrane,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_09095,,TonB-dependent receptor,receptor,,,,,annotation,Coenzyme metabolism,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_09325,lptE,LPS-assembly lipoprotein LptE,"Together with LptD, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane. Required for the proper assembly of LptD. Binds LPS and may serve as the LPS recognition site at the outer membrane",K03643,"lptE, rlpB; LPS-assembly lipoprotein",1.B.42.1,Pores ion channels [TC:1],brite|tcdb,Cell wall and membrane,True,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_09335,,SRPBCC family protein,glyoxalase III activity,,,,,annotation,Translation,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_09390,secG,preprotein translocase subunit SecG,Involved in protein export. Participates in an early event of protein translocation,K03075,secG; preprotein translocase subunit SecG,3.A.5.1 ; 3.A.5.2,,kegg|tcdb|annotation,Intracellular trafficking,False,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_09445,putP,sodium/proline symporter PutP,Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family,K03307 ; K11928,"TC.SSS; solute:Na+ symporter, SSS family ; putP; sodium/proline symporter",2.A.21.2,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_09460,,mechanosensitive ion channel family protein,Mechanosensitive ion channel,,,,,annotation,Cell wall and membrane,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_09540,,nuclear transport factor 2-like protein,,,,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_09580,yhjX,hypothetical protein,COG0477 Permeases of the major facilitator superfamily,,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_09595,yhjX,MFS transporter,COG0477 Permeases of the major facilitator superfamily,,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_09610,yhjX,MFS transporter,COG0477 Permeases of the major facilitator superfamily,,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_09620,,energy transducer TonB,"Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins",K03832,tonB; periplasmic protein TonB,2.C.1.1,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Intracellular trafficking,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_09650,cysZ,sulfate transporter CysZ,"High affinity, high specificity proton-dependent sulfate transporter, which mediates sulfate uptake. Provides the sulfur source for the cysteine synthesis pathway",K06203,cysZ; CysZ protein,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_09675,comA,DNA internalization-related competence protein ComEC/Rec2,DNA internalization-related competence protein ComEC Rec2,K02238,comEC; competence protein ComEC,3.A.11.1 ; 3.A.11.2,,tcdb,Unknown,False,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_09680,msbA,lipid A export permease/ATP-binding protein MsbA,Involved in lipid A export and possibly also in glycerophospholipid export and for biogenesis of the outer membrane. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation,K11085,"msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]",3.A.1.106,ABCB-BAC subgroup,brite|kegg|tcdb|annotation,Defense mechanisms,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_09705,,substrate-binding periplasmic protein,"Bacterial extracellular solute-binding proteins, family 3",K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein,3.A.1.3,Putative polar amino acid transporter,brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_09815,,TonB-dependent receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_09825,,TonB-dependent receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",,,,,annotation,Coenzyme metabolism,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_09860,,MFS transporter,COG0477 Permeases of the major facilitator superfamily,K16211,"malY, malT; maltose/moltooligosaccharide transporter",2.A.2.6,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Carbohydrate metabolism,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_10085,,LysR family transcriptional regulator,Transcriptional regulator,K17737,"dhcR; LysR family transcriptional regulator, carnitine catabolism transcriptional activator",,,annotation,Transcription,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_10100,cysB,HTH-type transcriptional regulator CysB,Transcriptional regulator,K13634,"cysB; LysR family transcriptional regulator, cys regulon transcriptional activator",,,annotation,Transcription,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_10200,,sodium-dependent transporter,Sodium:neurotransmitter symporter family,K03308,"TC.NSS; neurotransmitter:Na+ symporter, NSS family",2.A.22.4 ; 2.A.22.5,,kegg|tcdb|annotation,Unknown,False,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_10205,nhaC,Na+/H+ antiporter NhaC,Na H antiporter,K03315,"nhaC; Na+:H+ antiporter, NhaC family",The NhaC Na+:H+ Antiporter (NhaC) Family,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Energy production,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_10235,,efflux RND transporter permease subunit,exporters of the RND superfamily,K07003,K07003; uncharacterized protein,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_10260,uup,ATP-binding cassette ATPase Uup,COG0488 ATPase components of ABC transporters with duplicated ATPase domains,K15738,uup; ABC transport system ATP-binding/permease protein,3.A.1.120.6,Other ABC transporters,brite|kegg|tcdb|annotation,Unknown,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_10345,ybaL,cation:proton antiporter family protein,Belongs to the monovalent cation proton antiporter 2 (CPA2) transporter (TC 2.A.37) family,K03455,"KEA1_2_3, kefB, kefC; K+:H+ antiporter",The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_10365,ccoN,"cytochrome-c oxidase, cbb3-type subunit I",Belongs to the heme-copper respiratory oxidase family,K00404,ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9],3.D.4.3,,tcdb,Energy production,False,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_10370,ccoO,"cytochrome-c oxidase, cbb3-type subunit II","COG2993 Cbb3-type cytochrome oxidase, cytochrome c subunit",K00405,ccoO; cytochrome c oxidase cbb3-type subunit II,3.D.4.3,,tcdb,Energy production,False,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_10375,ccoQ,cbb3-type cytochrome oxidase subunit 3,"COG4736 Cbb3-type cytochrome oxidase, subunit 3",K00407,ccoQ; cytochrome c oxidase cbb3-type subunit IV,3.D.4.3,,tcdb,Post-translational modification,False,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_10380,ccoP,"cytochrome-c oxidase, cbb3-type subunit III",C-type cytochrome. Part of the cbb3-type cytochrome c oxidase complex,K00406,ccoP; cytochrome c oxidase cbb3-type subunit III,3.D.4.3,,tcdb,Energy production,False,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_10390,ccoI,heavy metal translocating P-type ATPase,COG2217 Cation transport ATPase,K01533,copB; P-type Cu2+ transporter [EC:7.2.2.9],3.A.3.5,,kegg|tcdb|annotation,Inorganic ion transport,False,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_10400,braZ,sulfite exporter TauE/SafE family protein,Cytochrome C biogenesis protein transmembrane region,K09792,K09792; uncharacterized protein,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_10440,,LysE family translocator,Lysine exporter protein (LysE YggA),,,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_10485,uvrC,excinuclease ABC subunit UvrC,The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5^ and 3^ sides of the lesion. The N-terminal half is responsible for the 3^ incision and the C-terminal half is responsible for the 5^ incision,K03703,uvrC; excinuclease ABC subunit C,,,kegg,Replication and repair,False,True,False,False
Alteromonas macleodii HOT1A3,ACZ81_10535,,LysR family transcriptional regulator,Transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_10550,yccA,Bax inhibitor-1/YccA family protein,Belongs to the BI1 family,K19416,yccA; modulator of FtsH protease,1.A.14.2.1,Pores ion channels [TC:1],brite|tcdb,Unknown,True,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_10585,,TonB-dependent receptor plug domain-containing protein,"COG1629 Outer membrane receptor proteins, mostly Fe transport",,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_10595,fluC,fluoride efflux transporter CrcB,"Fluoride-specific ion channel. Important for reducing fluoride concentration in the cell, thus reducing its toxicity",K06199,"crcB, FEX; fluoride exporter",1.A.43.1 ; 1.A.43.2 ; 1.A.43.3,Pores ion channels [TC:1],brite|kegg|tcdb|annotation,Cell cycle and division,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_10610,ftsK,DNA translocase FtsK,COG1674 DNA segregation ATPase FtsK SpoIIIE and related proteins,K03466,"ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",The Septal DNA Translocator (S-DNA-T) Family,,tcdb|annotation,Cell cycle and division,False,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_10735,,DMT family transporter,COG0697 Permeases of the drug metabolite transporter (DMT) superfamily,,,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_10745,bamC,outer membrane protein assembly factor BamC,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane",K07287,bamC; outer membrane protein assembly factor BamC,1.B.33.1,Pores ion channels [TC:1],brite|tcdb,Cell wall and membrane,True,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_10765,perM,AI-2E family transporter,permease,K03548,perM; putative permease,2.A.86.1,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Unknown,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_10880,mdtK,MATE family efflux transporter,COG0534 Na -driven multidrug efflux pump,K03327,"SLC47A, MATE, DTX; MATE family, multidrug and toxin extrusion protein",2.A.66.1,SLC47: Multidrug and toxin extrusion (MATE) family,brite|tcdb|annotation,Defense mechanisms,True,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_10910,,nuclear transport factor 2 family protein,,,,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_11050,,NRDE family protein,Transport and Golgi organisation 2,,,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_11100,,TonB-dependent receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_11115,,efflux RND transporter permease subunit,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,,,,,annotation,Defense mechanisms,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_11120,,efflux RND transporter periplasmic adaptor subunit,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,,,,,annotation,Cell wall and membrane,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_11170,fur,ferric iron uptake transcriptional regulator,Belongs to the Fur family,K03711,"fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",,,kegg,Transcription,False,True,False,False
Alteromonas macleodii HOT1A3,ACZ81_11205,,efflux RND transporter periplasmic adaptor subunit,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",2.A.6.2 ; 8.A.1.6,Accessory factors involved in transport [TC:8],brite|kegg|tcdb|annotation,Cell wall and membrane,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_11210,mdtB,efflux RND transporter permease subunit,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,K03296,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",2.A.6.2,,kegg|tcdb|annotation,Defense mechanisms,False,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_11215,,efflux RND transporter permease subunit,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,K03296,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",2.A.6.2,,kegg|tcdb|annotation,Defense mechanisms,False,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_11295,,TonB-dependent receptor,receptor,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_11320,,ATP-binding cassette domain-containing protein,"ABC-type molybdate transport system, ATPase component",K02017,modC; molybdate transport system ATP-binding protein [EC:7.3.2.5],3.A.1.8,Molybdate transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_11325,modB,molybdate ABC transporter permease subunit,"COG4149 ABC-type molybdate transport system, permease component",K02018,modB; molybdate transport system permease protein,3.A.1.8,Molybdate transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_11330,modA,molybdate ABC transporter substrate-binding protein,"molybdenum ABC transporter, periplasmic",K02020,modA; molybdate transport system substrate-binding protein,3.A.1.8,Molybdate transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_11430,,TonB-dependent receptor domain-containing protein,"COG1629 Outer membrane receptor proteins, mostly Fe transport",,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_11450,rhtA,EamA family transporter,"permease, DMT superfamily",K11939,rhtA; inner membrane transporter RhtA,2.A.7.3.6,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Unknown,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_11480,eamB,LysE family translocator,threonine efflux protein,,,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_11550,hdfR,LysR family transcriptional regulator,Transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_11575,,LysR family transcriptional regulator,transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_11670,dagA,alanine/glycine:cation symporter family protein,alanine symporter,K03310,"TC.AGCS; alanine or glycine:cation symporter, AGCS family",The Alanine or Glycine:Cation Symporter (AGCS) Family,,kegg|tcdb|annotation,Amino acid metabolism,False,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_11845,,TRAP transporter substrate-binding protein,"COG1638 TRAP-type C4-dicarboxylate transport system, periplasmic component",,,,,annotation,Carbohydrate metabolism,False,False,False,True
