locus_tag,gene_name,product,timepoint,log2fc,padj,expression_status,experiment_id
ACZ81_05200,fliL,flagellar basal body-associated protein FliL,day 89,-1.2756341976522745,0.0077848449763919,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_RS21455,bdlA,hypothetical protein,day 60,-1.2715229031077464,0.077136765464167,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_11940,,methyl-accepting chemotaxis protein,day 60,-1.2699409905367407,0.0001867240189605,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16000,bdlA,methyl-accepting chemotaxis protein,day 31,-1.2399129777530808,3.911288157395387e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_02085,,flagellar basal body L-ring protein FlgH,day 18,1.2302111392869348,0.4719028955604359,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05205,fliM,flagellar motor switch protein FliM,day 89,-1.228159859000677,0.0020737336483022,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_RS21445,bdlA,methyl-accepting chemotaxis protein,day 60,-1.225085467748882,0.0869724674297629,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_06325,,response regulator,day 89,-1.2180470382823296,8.79706967359957e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16000,bdlA,methyl-accepting chemotaxis protein,day 60,-1.2125998710541397,6.579102554093952e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16865,,hypothetical protein,day 89,-1.205869318478451,0.0981433726220815,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_02085,,flagellar basal body L-ring protein FlgH,day 31,1.197005144498975,0.4367348798353317,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05145,,flagellin,day 31,-1.195203894541557,0.0280666779818594,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01495,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,day 60,-1.194107585018435,0.0104097989136962,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_11165,,methyl-accepting chemotaxis protein,day 89,-1.1785861464616092,0.0004324256392418,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05225,fliQ,flagellar biosynthesis protein FliQ,day 31,1.1739201173302831,0.025038298452889,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05165,fliE,flagellar hook-basal body complex protein FliE,day 18,1.1701187887454898,0.3009525228163457,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_11165,,methyl-accepting chemotaxis protein,days 60+89,-1.1695293794514408,1.752195737809426e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03265,,methyl-accepting chemotaxis protein,days 60+89,-1.1661471409844348,0.0007955829147579,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05045,flgK,flagellar hook-associated protein FlgK,days 60+89,-1.1634808290701035,0.0002297028387336,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_11165,,methyl-accepting chemotaxis protein,day 60,-1.1603491231605758,0.0005257019923342,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_06325,,response regulator,day 31,-1.159501401302368,0.0001742009347335,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16170,,chemotaxis protein CheX,days 60+89,-1.1476915171526498,0.0748792275992317,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05015,flgE,flagellar hook protein FlgE,day 31,-1.14226611061244,0.023178094467438,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05030,flgH,flagellar basal body L-ring protein FlgH,day 31,-1.1273417520160691,0.1359172106220198,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16000,bdlA,methyl-accepting chemotaxis protein,days 60+89,-1.1185284297590388,1.0489107455431652e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05040,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,day 60,-1.0829876899791282,0.0414123760479683,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01490,cheD,chemoreceptor glutamine deamidase CheD,day 60,-1.0742878148509,0.0090422218337047,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05165,fliE,flagellar hook-basal body complex protein FliE,day 89,-1.0696780420580652,0.3179016662415356,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
