locus_tag,gene_name,product,timepoint,log2fc,padj,expression_status,experiment_id
ACZ81_01475,aer2,methyl-accepting chemotaxis protein,days 60+89,-3.282815279734933,4.770770934639545e-10,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_04975,flgN,flagellar export chaperone FlgN,day 18,-3.274485781675648,4.92913933996811e-41,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01475,aer2,methyl-accepting chemotaxis protein,day 89,-3.2294392582314737,3.9698071139458134e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01460,cheY1,response regulator,day 31,-3.2225549249498164,8.197447433941962e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01475,aer2,methyl-accepting chemotaxis protein,day 31,-3.2083547407911457,4.158567606375373e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_04980,flgM,flagellar biosynthesis anti-sigma factor FlgM,day 18,-3.1891328069866405,4.607288047918031e-20,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01455,,methyl-accepting chemotaxis protein,day 60,-3.177660002420218,2.031955501424997e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05080,fliD,flagellar filament capping protein FliD,day 31,-3.1737909612771404,4.1793264092435773e-23,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01465,cheA,chemotaxis protein CheA,day 31,-3.1404797592152778,1.5217200020678768e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01470,cheW,chemotaxis protein CheW,day 60,-3.0842554579400168,0.0002166655671907,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05085,fliS,flagellar export chaperone FliS,day 31,-3.056705302125998,1.25264152615047e-25,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05935,motY,flagellar protein MotY,day 60,-2.996554607622412,1.449111978393857e-22,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01465,cheA,chemotaxis protein CheA,days 60+89,-2.975786852840898,4.376487075191414e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05060,flaA,flagellin N-terminal helical domain-containing protein,day 18,-2.900358109388868,1.044074470352641e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01460,cheY1,response regulator,days 60+89,-2.8981140464456017,4.701146755543637e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01470,cheW,chemotaxis protein CheW,day 31,-2.88352009026907,0.0003169206996993,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01470,cheW,chemotaxis protein CheW,days 60+89,-2.8730351950254875,2.06776571046541e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05935,motY,flagellar protein MotY,days 60+89,-2.7850095778949724,4.925337053077031e-25,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05070,flaA,flagellin N-terminal helical domain-containing protein,day 18,-2.75435906713307,2.99669442987824e-18,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05025,flgG,flagellar basal-body rod protein FlgG,day 89,-2.7482261363500653,1.5039056512958295e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05030,flgH,flagellar basal body L-ring protein FlgH,day 89,-2.716125910554569,6.246124619021326e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01470,cheW,chemotaxis protein CheW,day 89,-2.7022131959736755,0.0010029607593908,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05005,flgC,flagellar basal body rod protein FlgC,day 89,-2.64386434897838,1.7377783182364027e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05935,motY,flagellar protein MotY,day 31,-2.6022414395424938,4.522447224373985e-17,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05935,motY,flagellar protein MotY,day 89,-2.6015717653278423,4.860060807832462e-17,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05025,flgG,flagellar basal-body rod protein FlgG,days 60+89,-2.600969795966692,7.587257107765658e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05030,flgH,flagellar basal body L-ring protein FlgH,days 60+89,-2.563038595088784,5.540500159477163e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01465,cheA,chemotaxis protein CheA,day 89,-2.506496679452363,0.0008625940922299,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05085,fliS,flagellar export chaperone FliS,day 18,-2.4869931882373866,1.3931664207395642e-16,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01460,cheY1,response regulator,day 89,-2.481338343373028,0.0035160748719611,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05025,flgG,flagellar basal-body rod protein FlgG,day 60,-2.4669393919144498,0.0001136825755301,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05080,fliD,flagellar filament capping protein FliD,day 18,-2.439591009712539,2.519657685333369e-13,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01455,,methyl-accepting chemotaxis protein,days 60+89,-2.429021122683466,0.0003242082528513,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05030,flgH,flagellar basal body L-ring protein FlgH,day 60,-2.4241698214351537,0.0004105719731762,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01485,cheR,CheR family methyltransferase,day 18,-2.411275359426537,7.687900106690657e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05010,flgD,flagellar hook assembly protein FlgD,day 89,-2.39944369869678,5.017017010012211e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05035,flgI,flagellar basal body P-ring protein FlgI,day 89,-2.346176065417206,2.3011009991103745e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17420,motX,tetratricopeptide repeat protein,day 89,-2.3442154249849194,1.2228689630235936e-08,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05015,flgE,flagellar hook protein FlgE,day 60,-2.3438271981830514,4.308789900038414e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_04985,flgA,flagellar basal body P-ring formation chaperone FlgA,day 89,-2.3190130259005546,0.0010310609173505,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_12975,pomA,flagellar motor protein PomA,day 89,-2.3160980841489764,1.6954890771722004e-08,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05015,flgE,flagellar hook protein FlgE,days 60+89,-2.314402547123504,1.4577760605142482e-09,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01485,cheR,CheR family methyltransferase,day 31,-2.2903552974802524,0.0001065399374862,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05015,flgE,flagellar hook protein FlgE,day 89,-2.2857895802971666,8.930105364959516e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05020,flgF,flagellar basal body rod protein FlgF,day 89,-2.2812995794625484,0.0066482652131236,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_12975,pomA,flagellar motor protein PomA,days 60+89,-2.265850910985548,2.320757217975681e-11,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17485,,methyl-accepting chemotaxis protein,day 89,-2.256129003728757,4.2090114744493616e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05000,flgB,flagellar basal body rod protein FlgB,day 89,-2.2327393417295363,0.0031120132614059,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05165,fliE,flagellar hook-basal body complex protein FliE,day 31,2.2312073420868384,0.0191104179738079,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01485,cheR,CheR family methyltransferase,day 60,-2.2300375350414776,0.0002358010307856,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_12975,pomA,flagellar motor protein PomA,day 60,-2.216941247687089,7.139720254453227e-08,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05195,fliK,flagellar hook-length control protein FliK,day 89,-2.208687186028077,4.3956552317201355e-10,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05160,fleR,sigma-54-dependent transcriptional regulator,day 89,-2.2018495159321865,2.494301746759405e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16865,,hypothetical protein,day 31,-2.2017965637749186,0.0010539125532577,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05005,flgC,flagellar basal body rod protein FlgC,days 60+89,-2.1903372632780296,4.74862666040821e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05035,flgI,flagellar basal body P-ring protein FlgI,days 60+89,-2.1686100929488865,1.859124489373762e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05010,flgD,flagellar hook assembly protein FlgD,days 60+89,-2.152208146818833,1.39072875952025e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_13670,chev-2,chemotaxis protein CheV,day 60,-2.136771783028656,1.734060365175717e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01485,cheR,CheR family methyltransferase,days 60+89,-2.1075787809233137,2.1982766120688743e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17420,motX,tetratricopeptide repeat protein,days 60+89,-2.0624410961868493,9.795624540283724e-09,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_00745,,methyl-accepting chemotaxis protein,day 31,-2.0531420937618656,1.1120931581122745e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17485,,methyl-accepting chemotaxis protein,days 60+89,-2.047459979436244,9.294185839014309e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05035,flgI,flagellar basal body P-ring protein FlgI,day 60,-2.008893062067015,6.864712056807853e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_13670,chev-2,chemotaxis protein CheV,days 60+89,-2.008070898708139,4.725823842746023e-09,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01485,cheR,CheR family methyltransferase,day 89,-1.998898802040467,0.0009909860369777,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05935,motY,flagellar protein MotY,day 18,-1.9716090032563696,1.3637354666929863e-09,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01455,,methyl-accepting chemotaxis protein,day 89,-1.9403696157303965,0.014268868181322,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05010,flgD,flagellar hook assembly protein FlgD,day 60,-1.9392360175299976,0.000301974409149,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17420,motX,tetratricopeptide repeat protein,day 31,-1.93469440981464,3.2356120591445083e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_13670,chev-2,chemotaxis protein CheV,day 31,-1.9220897806095687,3.036818626612594e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17420,motX,tetratricopeptide repeat protein,day 18,-1.9068815208634395,8.952667640030771e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16170,,chemotaxis protein CheX,day 60,-1.8946074418165344,0.0047007148453619,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_13670,chev-2,chemotaxis protein CheV,day 89,-1.8902828406826573,5.454460397321679e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17485,,methyl-accepting chemotaxis protein,day 31,-1.888914577400677,0.0005812213783324,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05040,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,day 89,-1.8864104840495863,0.0001586926254003,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01475,aer2,methyl-accepting chemotaxis protein,day 18,-1.884297711113348,0.0068949097487605,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05065,flaA,flagellin N-terminal helical domain-containing protein,day 18,-1.8586109471303145,0.0200816346693927,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_12975,pomA,flagellar motor protein PomA,day 31,-1.8567160857349017,8.596980503714747e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17485,,methyl-accepting chemotaxis protein,day 60,-1.8562530660767205,0.0009752787808338,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05005,flgC,flagellar basal body rod protein FlgC,day 60,-1.8427391096992207,0.0039129055225743,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05195,fliK,flagellar hook-length control protein FliK,days 60+89,-1.8286946863017977,3.2985373258277766e-08,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17420,motX,tetratricopeptide repeat protein,day 60,-1.8254719797205048,1.4634685612369557e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_04970,,LPP20 family lipoprotein,day 89,-1.7978051803611212,0.0015235882940877,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16170,,chemotaxis protein CheX,day 31,-1.791453551385122,0.0075139628737302,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_13670,chev-2,chemotaxis protein CheV,day 18,-1.75249386062431,4.370350502314696e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05050,flgL,flagellar hook-associated protein FlgL,day 60,-1.7463456865012823,2.481776853173845e-08,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05160,fleR,sigma-54-dependent transcriptional regulator,days 60+89,-1.7235125245493874,0.000272024638819,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_RS21455,bdlA,hypothetical protein,day 31,-1.718812891500426,0.0124532234959086,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05170,fliF,flagellar basal-body MS-ring/collar protein FliF,day 31,1.6843084312230905,0.0176753176005947,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05050,flgL,flagellar hook-associated protein FlgL,days 60+89,-1.677316618810268,1.0854266404658227e-10,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_12970,motB,flagellar motor protein MotB,day 60,-1.633271147955721,0.0002227528430828,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05050,flgL,flagellar hook-associated protein FlgL,day 89,-1.612047024374634,3.12822111275564e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_02770,,methyl-accepting chemotaxis protein,day 89,-1.6010714120994087,1.948607121833025e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16865,,hypothetical protein,day 60,-1.5935526621717913,0.0239176188172459,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_12975,pomA,flagellar motor protein PomA,day 18,-1.578600680911411,0.0003139313412938,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_06325,,response regulator,day 60,-1.5632825737423413,2.2078541523754777e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_12970,motB,flagellar motor protein MotB,day 31,-1.5589591277443098,0.0004030575210657,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_12970,motB,flagellar motor protein MotB,days 60+89,-1.558089583908263,2.032307538112626e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_02770,,methyl-accepting chemotaxis protein,days 60+89,-1.535449998556898,6.092458500894593e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05170,fliF,flagellar basal-body MS-ring/collar protein FliF,day 89,-1.526280950303327,0.0351742261532879,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_00745,,methyl-accepting chemotaxis protein,day 60,-1.5259418240308311,0.0005071531724887,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05195,fliK,flagellar hook-length control protein FliK,day 60,-1.524314384360434,3.3536637881583416e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_04990,cheV,chemotaxis protein CheV,day 60,-1.5174950183697409,1.7813237666878596e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_00745,,methyl-accepting chemotaxis protein,days 60+89,-1.5018176031325416,2.927828776405041e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05145,,flagellin,day 89,-1.490252448352629,0.0051214829677447,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_12970,motB,flagellar motor protein MotB,day 89,-1.4872616434139925,0.0009285616586897,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05170,fliF,flagellar basal-body MS-ring/collar protein FliF,day 18,1.4791830512581108,0.0499152395715992,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_00745,,methyl-accepting chemotaxis protein,day 89,-1.4781706484600083,0.0008271110618982,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_02770,,methyl-accepting chemotaxis protein,day 60,-1.4722713320700715,9.337485524424476e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_04990,cheV,chemotaxis protein CheV,days 60+89,-1.4697735180810811,9.09337537348574e-10,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_11165,,methyl-accepting chemotaxis protein,day 18,-1.4407335012048483,1.6574081581942795e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_11940,,methyl-accepting chemotaxis protein,day 89,-1.4336943556012849,2.0404292708821147e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05040,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,days 60+89,-1.4318755372794822,0.0015797255963103,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_04990,cheV,chemotaxis protein CheV,day 89,-1.423679386889499,1.204166890902168e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05145,,flagellin,days 60+89,-1.4077582405729605,0.0012257469285743,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16865,,hypothetical protein,days 60+89,-1.3865616620556895,0.0189641700219058,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_12970,motB,flagellar motor protein MotB,day 18,-1.380007460734796,0.0029891841806381,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_06325,,response regulator,days 60+89,-1.3796531994080956,1.3288250080539508e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_02770,,methyl-accepting chemotaxis protein,day 31,-1.3723441493149402,0.0002710460269631,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05160,fleR,sigma-54-dependent transcriptional regulator,day 60,-1.3636040855419826,0.0132628311360727,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_11940,,methyl-accepting chemotaxis protein,days 60+89,-1.3499107476282957,1.203921001862543e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05045,flgK,flagellar hook-associated protein FlgK,day 89,-1.3467699825292516,0.0002732213207653,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05215,fliO,flagellar biosynthetic protein FliO,day 31,1.340918482869542,0.0210981248224465,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_13410,,methyl-accepting chemotaxis protein,day 18,1.3301815131316066,0.0227568859440968,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05145,,flagellin,day 60,-1.3296338101198515,0.0132628311360727,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_11940,,methyl-accepting chemotaxis protein,day 31,-1.3257588025863198,8.000197458102083e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_04985,flgA,flagellar basal body P-ring formation chaperone FlgA,days 60+89,-1.2950477836599,0.0679612544101236,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05050,flgL,flagellar hook-associated protein FlgL,day 31,-1.2907312745199466,5.8318447127395127e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_04990,cheV,chemotaxis protein CheV,day 31,-1.2853477722259157,1.3455498835036872e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03265,,methyl-accepting chemotaxis protein,day 89,-1.283865633239886,0.0022346108999195,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
