row_type,ontology,term_id,term_name,direction,substrate_module,match_type,breakdown_flag,evidence,median_up_pct,count_k,bg_count_M,gene_ratio,fold_enrichment,p_value,p_adjust,significant
genome_wide_enrichment,ec,ec:1.1.5.-,With a quinone or similar compound as acceptor,down,,,,,,1,6,1/163,4.036,0.2237,1.0,False
genome_wide_enrichment,ec,ec:1.13.11.-,With incorporation of two atoms of oxygen,down,,,,,,0,7,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.14.11.-,"With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors",down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.14.19.-,With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water,down,,,,,,0,9,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.17.1.-,With NAD(+) or NADP(+) as acceptor,down,,,,,,0,7,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.2.1.-,With NAD(+) or NADP(+) as acceptor,down,,,,,,1,17,1/163,1.424,0.5125,1.0,False
genome_wide_enrichment,ec,ec:1.3.1.-,With NAD(+) or NADP(+) as acceptor,down,,,,,,0,11,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.3.8.-,With a flavin as acceptor,down,,,,,,0,7,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.3.99.-,With other acceptors,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.4.1.-,With NAD(+) or NADP(+) as acceptor,down,,,,,,0,7,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.5.1.-,With NAD(+) or NADP(+) as acceptor,down,,,,,,0,9,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.6.5.-,With a quinone or similar compound as acceptor,down,,,,,,1,6,1/163,4.036,0.2237,1.0,False
genome_wide_enrichment,ec,ec:1.8.1.-,With NAD(+) or NADP(+) as acceptor,down,,,,,,0,7,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.8.4.-,With a disulfide as acceptor,down,,,,,,2,8,2/163,6.054,0.04029,1.0,False
genome_wide_enrichment,ec,ec:2.1.1.-,Methyltransferases,down,,,,,,1,65,1/163,0.373,0.937,1.0,False
genome_wide_enrichment,ec,ec:2.1.2.-,"Hydroxymethyl-, formyl- and related transferases",down,,,,,,0,8,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.2.1.-,Transketolases and transaldolases,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.3.1.-,Transferring groups other than amino-acyl groups,down,,,,,,1,57,1/163,0.425,0.9112,1.0,False
genome_wide_enrichment,ec,ec:2.3.2.-,Aminoacyltransferases,down,,,,,,1,9,1/163,2.691,0.3161,1.0,False
genome_wide_enrichment,ec,ec:2.4.1.-,Hexosyltransferases,down,,,,,,1,18,1/163,1.345,0.5327,1.0,False
genome_wide_enrichment,ec,ec:2.4.2.-,Pentosyltransferases,down,,,,,,0,12,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.4.99.-,Transferring other glycosyl groups,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.5.1.-,"Transferring alkyl or aryl groups, other than methyl groups",down,,,,,,2,36,2/163,1.345,0.4419,1.0,False
genome_wide_enrichment,ec,ec:2.6.1.-,Transaminases,down,,,,,,0,18,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.7.1.-,Phosphotransferases with an alcohol group as acceptor,down,,,,,,1,37,1/163,0.654,0.7915,1.0,False
genome_wide_enrichment,ec,ec:2.7.11.-,Protein-serine/threonine kinases,down,,,,,,0,11,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.7.13.-,Protein-histidine kinases,down,,,,,,4,50,4/163,1.937,0.1499,1.0,False
genome_wide_enrichment,ec,ec:2.7.2.-,Phosphotransferases with a carboxy group as acceptor,down,,,,,,1,7,1/163,3.459,0.2558,1.0,False
genome_wide_enrichment,ec,ec:2.7.4.-,Phosphotransferases with a phosphate group as acceptor,down,,,,,,0,10,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.7.6.-,Diphosphotransferases,down,,,,,,0,5,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.7.7.-,Nucleotidyltransferases,down,,,,,,2,101,2/163,0.479,0.927,1.0,False
genome_wide_enrichment,ec,ec:2.7.8.-,Transferases for other substituted phosphate groups,down,,,,,,0,8,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.8.1.-,Sulfurtransferases,down,,,,,,1,15,1/163,1.614,0.4694,1.0,False
genome_wide_enrichment,ec,ec:3.1.1.-,Carboxylic ester hydrolases,down,,,,,,2,22,2/163,2.201,0.2297,1.0,False
genome_wide_enrichment,ec,ec:3.1.11.-,Exodeoxyribonucleases producing 5^-phosphomonoesters,down,,,,,,0,8,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.1.2.-,Thiolester hydrolases,down,,,,,,0,14,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.1.21.-,Endodeoxyribonucleases producing 5^-phosphomonoesters,down,,,,,,0,5,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.1.26.-,Endoribonucleases producing 5^-phosphomonoesters,down,,,,,,0,7,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.1.3.-,Phosphoric monoester hydrolases,down,,,,,,2,34,2/163,1.424,0.4131,1.0,False
genome_wide_enrichment,ec,ec:3.1.4.-,Phosphoric diester hydrolases,down,,,,,,1,20,1/163,1.211,0.5707,1.0,False
genome_wide_enrichment,ec,ec:3.2.1.-,"Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds",down,,,,,,0,23,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.2.2.-,Hydrolyzing N-glycosyl compounds,down,,,,,,0,13,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.4.11.-,Aminopeptidases,down,,,,,,0,10,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.4.13.-,Dipeptidases,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.4.16.-,Serine-type carboxypeptidases,down,,,,,,0,8,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.4.19.-,Omega peptidases,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.4.21.-,Serine endopeptidases,down,,,,,,1,19,1/163,1.274,0.5521,1.0,False
genome_wide_enrichment,ec,ec:3.4.23.-,Aspartic endopeptidases,down,,,,,,1,6,1/163,4.036,0.2237,1.0,False
genome_wide_enrichment,ec,ec:3.4.24.-,Metalloendopeptidases,down,,,,,,1,13,1/163,1.863,0.4225,1.0,False
genome_wide_enrichment,ec,ec:3.5.1.-,In linear amides,down,,,,,,1,36,1/163,0.673,0.7824,1.0,False
genome_wide_enrichment,ec,ec:3.5.2.-,In cyclic amides,down,,,,,,0,8,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.5.4.-,In cyclic amidines,down,,,,,,0,17,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.6.1.-,In phosphorus-containing anhydrides,down,,,,,,1,33,1/163,0.734,0.7528,1.0,False
genome_wide_enrichment,ec,ec:3.6.4.-,Acting on ATP; involved in cellular and subcellular movement,down,,,,,,0,20,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.6.5.-,Acting on GTP; involved in cellular and subcellular movement,down,,,,,,0,8,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:4.1.1.-,Carboxy-lyases,down,,,,,,1,18,1/163,1.345,0.5327,1.0,False
genome_wide_enrichment,ec,ec:4.1.2.-,Aldehyde-lyases,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:4.1.3.-,Oxo-acid-lyases,down,,,,,,0,11,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:4.1.99.-,Other carbon-carbon lyases,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:4.2.1.-,Hydro-lyases,down,,,,,,1,42,1/163,0.577,0.8315,1.0,False
genome_wide_enrichment,ec,ec:4.2.2.-,Acting on polysaccharides,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:4.3.1.-,Ammonia-lyases,down,,,,,,0,5,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:4.4.1.-,Carbon-sulfur lyases,down,,,,,,0,8,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:4.6.1.-,Phosphorus-oxygen lyases,down,,,,,,0,5,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:5.1.3.-,Acting on carbohydrates and derivatives,down,,,,,,0,7,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:5.2.1.-,Cis-trans isomerases,down,,,,,,0,12,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:5.3.1.-,Interconverting aldoses and ketoses,down,,,,,,0,13,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:5.4.2.-,Phosphotransferases (phosphomutases),down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:5.4.99.-,Transferring other groups,down,,,,,,0,16,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:5.6.2.-,Enzymes altering nucleic acid conformation,down,,,,,,0,13,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.1.1.-,Ligases forming aminoacyl-tRNA and related compounds,down,,,,,,0,23,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.2.1.-,Acid--thiol ligases,down,,,,,,0,7,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.3.1.-,Acid--ammonia (or amine) ligases (amide synthases),down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.3.2.-,Acid--amino-acid ligases (peptide synthases),down,,,,,,0,15,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.3.4.-,Other carbon--nitrogen ligases,down,,,,,,0,10,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.3.5.-,Carbon--nitrogen ligases with glutamine as amido-N-donor,down,,,,,,0,8,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.4.1.-,Forming carbon-carbon bonds,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:7.1.1.-,Hydron translocation or charge separation linked to oxidoreductase reactions,down,,,,,,1,18,1/163,1.345,0.5327,1.0,False
genome_wide_enrichment,ec,ec:7.1.2.-,Hydron translocation linked to the hydrolysis of a nucleoside triphosphate,down,,,,,,0,9,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:7.2.1.-,Linked to oxidoreductase reactions,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:7.2.2.-,Linked to the hydrolysis of a nucleoside triphosphate,down,,,,,,0,5,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:7.5.2.-,Linked to the hydrolysis of a nucleoside triphosphate,down,,,,,,0,5,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:7.6.2.-,Linked to the hydrolysis of a nucleoside triphosphate,down,,,,,,0,8,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.1.1.-,With NAD(+) or NADP(+) as acceptor,up,,,,,,1,59,1/111,0.603,0.8165,1.0,False
genome_wide_enrichment,ec,ec:1.1.5.-,With a quinone or similar compound as acceptor,up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.11.1.-,Peroxidases,up,,,,,,0,14,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.13.11.-,With incorporation of two atoms of oxygen,up,,,,,,1,7,1/111,5.08,0.1811,1.0,False
genome_wide_enrichment,ec,ec:1.14.11.-,"With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors",up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.14.19.-,With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water,up,,,,,,1,9,1/111,3.951,0.2266,1.0,False
genome_wide_enrichment,ec,ec:1.17.1.-,With NAD(+) or NADP(+) as acceptor,up,,,,,,1,7,1/111,5.08,0.1811,1.0,False
genome_wide_enrichment,ec,ec:1.2.1.-,With NAD(+) or NADP(+) as acceptor,up,,,,,,2,17,2/111,4.183,0.08102,1.0,False
genome_wide_enrichment,ec,ec:1.3.1.-,With NAD(+) or NADP(+) as acceptor,up,,,,,,0,11,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.3.8.-,With a flavin as acceptor,up,,,,,,0,7,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.3.99.-,With other acceptors,up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.4.1.-,With NAD(+) or NADP(+) as acceptor,up,,,,,,0,7,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.5.1.-,With NAD(+) or NADP(+) as acceptor,up,,,,,,0,9,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.6.5.-,With a quinone or similar compound as acceptor,up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.8.1.-,With NAD(+) or NADP(+) as acceptor,up,,,,,,0,7,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:1.8.4.-,With a disulfide as acceptor,up,,,,,,0,8,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.1.1.-,Methyltransferases,up,,,,,,0,65,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.1.2.-,"Hydroxymethyl-, formyl- and related transferases",up,,,,,,1,8,1/111,4.445,0.2042,1.0,False
genome_wide_enrichment,ec,ec:2.2.1.-,Transketolases and transaldolases,up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.3.1.-,Transferring groups other than amino-acyl groups,up,,,,,,2,57,2/111,1.248,0.4802,1.0,False
genome_wide_enrichment,ec,ec:2.3.2.-,Aminoacyltransferases,up,,,,,,1,9,1/111,3.951,0.2266,1.0,False
genome_wide_enrichment,ec,ec:2.4.1.-,Hexosyltransferases,up,,,,,,2,18,2/111,3.951,0.08953,1.0,False
genome_wide_enrichment,ec,ec:2.4.2.-,Pentosyltransferases,up,,,,,,0,12,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.4.99.-,Transferring other glycosyl groups,up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.5.1.-,"Transferring alkyl or aryl groups, other than methyl groups",up,,,,,,0,36,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.6.1.-,Transaminases,up,,,,,,2,18,2/111,3.951,0.08953,1.0,False
genome_wide_enrichment,ec,ec:2.7.1.-,Phosphotransferases with an alcohol group as acceptor,up,,,,,,3,37,3/111,2.883,0.08438,1.0,False
genome_wide_enrichment,ec,ec:2.7.11.-,Protein-serine/threonine kinases,up,,,,,,0,11,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.7.13.-,Protein-histidine kinases,up,,,,,,0,50,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.7.2.-,Phosphotransferases with a carboxy group as acceptor,up,,,,,,0,7,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.7.4.-,Phosphotransferases with a phosphate group as acceptor,up,,,,,,0,10,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.7.6.-,Diphosphotransferases,up,,,,,,0,5,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:2.7.7.-,Nucleotidyltransferases,up,,,,,,3,101,3/111,1.056,0.5455,1.0,False
genome_wide_enrichment,ec,ec:2.7.8.-,Transferases for other substituted phosphate groups,up,,,,,,1,8,1/111,4.445,0.2042,1.0,False
genome_wide_enrichment,ec,ec:2.8.1.-,Sulfurtransferases,up,,,,,,0,15,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.1.1.-,Carboxylic ester hydrolases,up,,,,,,2,22,2/111,3.233,0.1259,1.0,False
genome_wide_enrichment,ec,ec:3.1.11.-,Exodeoxyribonucleases producing 5^-phosphomonoesters,up,,,,,,0,8,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.1.2.-,Thiolester hydrolases,up,,,,,,0,14,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.1.21.-,Endodeoxyribonucleases producing 5^-phosphomonoesters,up,,,,,,0,5,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.1.26.-,Endoribonucleases producing 5^-phosphomonoesters,up,,,,,,0,7,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.1.3.-,Phosphoric monoester hydrolases,up,,,,,,2,34,2/111,2.092,0.2477,1.0,False
genome_wide_enrichment,ec,ec:3.1.4.-,Phosphoric diester hydrolases,up,,,,,,0,20,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.2.1.-,"Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds",up,,,,,,3,23,3/111,4.638,0.02546,1.0,False
genome_wide_enrichment,ec,ec:3.2.2.-,Hydrolyzing N-glycosyl compounds,up,,,,,,0,13,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.4.11.-,Aminopeptidases,up,,,,,,0,10,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.4.13.-,Dipeptidases,up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.4.16.-,Serine-type carboxypeptidases,up,,,,,,0,8,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.4.19.-,Omega peptidases,up,,,,,,1,6,1/111,5.926,0.1574,1.0,False
genome_wide_enrichment,ec,ec:3.4.21.-,Serine endopeptidases,up,,,,,,0,19,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.4.23.-,Aspartic endopeptidases,up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.4.24.-,Metalloendopeptidases,up,,,,,,0,13,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.5.1.-,In linear amides,up,,,,,,1,36,1/111,0.988,0.6436,1.0,False
genome_wide_enrichment,ec,ec:3.5.2.-,In cyclic amides,up,,,,,,1,8,1/111,4.445,0.2042,1.0,False
genome_wide_enrichment,ec,ec:3.5.4.-,In cyclic amidines,up,,,,,,1,17,1/111,2.092,0.3849,1.0,False
genome_wide_enrichment,ec,ec:3.6.1.-,In phosphorus-containing anhydrides,up,,,,,,2,33,2/111,2.155,0.2372,1.0,False
genome_wide_enrichment,ec,ec:3.6.4.-,Acting on ATP; involved in cellular and subcellular movement,up,,,,,,0,20,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:3.6.5.-,Acting on GTP; involved in cellular and subcellular movement,up,,,,,,0,8,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:4.1.1.-,Carboxy-lyases,up,,,,,,1,18,1/111,1.975,0.4023,1.0,False
genome_wide_enrichment,ec,ec:4.1.2.-,Aldehyde-lyases,up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:4.1.3.-,Oxo-acid-lyases,up,,,,,,0,11,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:4.1.99.-,Other carbon-carbon lyases,up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:4.2.1.-,Hydro-lyases,up,,,,,,2,42,2/111,1.693,0.3318,1.0,False
genome_wide_enrichment,ec,ec:4.2.2.-,Acting on polysaccharides,up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:4.3.1.-,Ammonia-lyases,up,,,,,,1,5,1/111,7.112,0.133,1.0,False
genome_wide_enrichment,ec,ec:4.4.1.-,Carbon-sulfur lyases,up,,,,,,0,8,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:4.6.1.-,Phosphorus-oxygen lyases,up,,,,,,0,5,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:5.1.3.-,Acting on carbohydrates and derivatives,up,,,,,,0,7,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:5.2.1.-,Cis-trans isomerases,up,,,,,,0,12,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:5.3.1.-,Interconverting aldoses and ketoses,up,,,,,,0,13,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:5.4.2.-,Phosphotransferases (phosphomutases),up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:5.4.99.-,Transferring other groups,up,,,,,,1,16,1/111,2.222,0.367,1.0,False
genome_wide_enrichment,ec,ec:5.6.2.-,Enzymes altering nucleic acid conformation,up,,,,,,0,13,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.1.1.-,Ligases forming aminoacyl-tRNA and related compounds,up,,,,,,0,23,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.2.1.-,Acid--thiol ligases,up,,,,,,0,7,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.3.1.-,Acid--ammonia (or amine) ligases (amide synthases),up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.3.2.-,Acid--amino-acid ligases (peptide synthases),up,,,,,,0,15,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.3.4.-,Other carbon--nitrogen ligases,up,,,,,,0,10,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.3.5.-,Carbon--nitrogen ligases with glutamine as amido-N-donor,up,,,,,,0,8,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:6.4.1.-,Forming carbon-carbon bonds,up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:7.1.1.-,Hydron translocation or charge separation linked to oxidoreductase reactions,up,,,,,,0,18,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:7.1.2.-,Hydron translocation linked to the hydrolysis of a nucleoside triphosphate,up,,,,,,0,9,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:7.2.1.-,Linked to oxidoreductase reactions,up,,,,,,0,6,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:7.2.2.-,Linked to the hydrolysis of a nucleoside triphosphate,up,,,,,,0,5,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:7.5.2.-,Linked to the hydrolysis of a nucleoside triphosphate,up,,,,,,0,5,0/111,0.0,1.0,1.0,False
genome_wide_enrichment,ec,ec:7.6.2.-,Linked to the hydrolysis of a nucleoside triphosphate,up,,,,,,1,8,1/111,4.445,0.2042,1.0,False
module_breakdown_flag,kegg,kegg.pathway:ko00280,"Valine, leucine and isoleucine degradation",up,branched-chain amino acid,exact,"tested, not enriched (up)","KEGG up ORA: k=3/M=32, fold=3.33, p_adj=0.58",,,,,,,,
module_breakdown_flag,kegg,kegg.pathway:ko00362,Benzoate degradation,up,benzoate,exact,"tested, not enriched (up)","KEGG up ORA: k=0/M=10, fold=0.00, p_adj=1",,,,,,,,
module_breakdown_flag,kegg,kegg.pathway:ko00627,Aminobenzoate degradation,up,aminobenzoyl-glutamate,broader,"tested, not enriched (up)","KEGG up ORA: k=0/M=6, fold=0.00, p_adj=1",,,,,,,,
module_breakdown_flag,kegg,kegg.pathway:ko01220,Degradation of aromatic compounds,up,3-phenylpropionic acid,broader,"tested, not enriched (up)","KEGG up ORA: k=1/M=6, fold=5.93, p_adj=0.95",,,,,,,,
