locus_tag,log2fc,expression_status,timepoint
ACZ81_08220,3.18219470977783,significant_up,day 31
ACZ81_20150,3.17793496449789,significant_up,day 31
ACZ81_17320,-3.1619971593221,significant_down,day 31
ACZ81_04145,3.13987445831299,significant_up,day 31
ACZ81_00945,3.13886515299479,not_significant,day 18
ACZ81_18125,3.1365270614624,significant_up,day 31
ACZ81_08095,3.12889194488526,significant_up,day 31
ACZ81_01085,3.12411340077718,significant_up,day 31
ACZ81_00585,3.12335936228434,significant_up,day 31
ACZ81_16965,-3.11783695220947,significant_down,day 31
ACZ81_02245,3.11636765797933,significant_up,day 31
ACZ81_15525,3.10587406158447,significant_up,day 31
ACZ81_13855,3.09885183970133,significant_up,day 31
ACZ81_12120,3.09555912017822,significant_up,day 31
ACZ81_03285,-3.07495721181234,significant_down,day 31
ACZ81_18370,3.04882717132569,significant_up,day 31
ACZ81_16155,3.04418849945069,significant_up,day 31
ACZ81_11320,3.043319384257,significant_up,day 31
ACZ81_17100,3.04010041554769,significant_up,day 31
ACZ81_07920,3.03836345672608,significant_up,day 31
ACZ81_18955,3.03465302785237,significant_up,day 31
ACZ81_05550,3.03364022572835,significant_up,day 31
ACZ81_04495,3.03331025441488,significant_up,day 31
ACZ81_02410,3.02667140960693,significant_up,day 31
ACZ81_12595,3.02059586842855,significant_up,day 31
ACZ81_09830,3.0192969640096,significant_up,day 31
ACZ81_13975,3.00618203481038,significant_up,day 31
ACZ81_17285,-2.99928569793702,significant_down,day 31
ACZ81_13750,2.95564238230387,significant_up,day 31
ACZ81_12000,2.95146656036377,significant_up,day 31
ACZ81_14265,2.94865385691325,significant_up,day 31
ACZ81_04050,2.94698683420817,significant_up,day 31
ACZ81_19425,2.93706099192301,significant_up,day 31
ACZ81_01110,2.92319011688232,significant_up,day 31
ACZ81_07645,-2.91936270395914,significant_down,day 31
ACZ81_15655,2.90852324167887,significant_up,day 31
ACZ81_05435,2.90493806203206,significant_up,day 31
ACZ81_10695,2.89987659454346,significant_up,day 31
ACZ81_19630,2.89254856109619,significant_up,day 31
ACZ81_00865,2.88291390736898,significant_up,day 31
ACZ81_16870,2.8620506922404,significant_up,day 31
ACZ81_06015,2.84537347157796,significant_up,day 31
ACZ81_10350,2.83992799123128,significant_up,day 31
ACZ81_19450,2.82377465565999,significant_up,day 31
ACZ81_19000,2.82301553090414,significant_up,day 31
ACZ81_03175,2.80241807301839,significant_up,day 31
ACZ81_07205,2.79469712575277,significant_up,day 31
ACZ81_04970,2.79225953420003,significant_up,day 31
ACZ81_18010,-2.78817081451416,significant_down,day 31
ACZ81_03395,-2.78332360585531,significant_down,day 31
ACZ81_10390,2.77678140004476,significant_up,day 31
ACZ81_19145,2.7678861618042,significant_up,day 31
ACZ81_10550,-2.75917911529541,significant_down,day 31
ACZ81_12650,2.75786558787028,significant_up,day 31
ACZ81_17305,-2.75564543406168,significant_down,day 31
ACZ81_00930,2.74406973520915,significant_up,day 31
ACZ81_08545,-2.7403834660848,significant_down,day 31
ACZ81_03845,2.73946285247803,significant_up,day 31
ACZ81_18245,2.73823324839274,significant_up,day 31
ACZ81_01940,2.71720472971598,significant_up,day 31
ACZ81_04000,2.71346187591553,significant_up,day 31
ACZ81_08080,-2.70245393117269,significant_down,day 31
ACZ81_10200,2.69660218556722,significant_up,day 31
ACZ81_13175,2.69465668996175,significant_up,day 31
ACZ81_15640,-2.68668111165365,not_significant,day 18
ACZ81_01065,2.67962741851807,significant_up,day 31
ACZ81_09325,2.67563597361247,significant_up,day 31
ACZ81_16430,2.67110983530681,significant_up,day 31
ACZ81_15890,2.67028903961182,significant_up,day 31
ACZ81_06000,2.66974417368571,significant_up,day 31
ACZ81_19170,2.66827551523845,significant_up,day 31
ACZ81_01595,-2.66239706675212,significant_down,day 31
ACZ81_12940,2.66052850087484,significant_up,day 31
ACZ81_08470,2.65553569793701,significant_up,day 31
ACZ81_03670,-2.65493233998616,significant_down,day 31
ACZ81_17460,2.64859485626221,significant_up,day 31
ACZ81_11505,2.64522647857666,not_significant,day 31
ACZ81_16900,2.63705539703369,significant_up,day 31
ACZ81_05725,2.63535594940186,significant_up,day 31
ACZ81_16395,-2.60967667897543,significant_down,day 31
ACZ81_19865,2.59775765736897,significant_up,day 31
ACZ81_01270,-2.59355767567953,significant_down,day 31
ACZ81_06095,-2.58552265167236,significant_down,day 31
ACZ81_10705,2.58249759674073,significant_up,day 31
ACZ81_09210,-2.57913430531819,significant_down,day 31
ACZ81_11515,-2.57554403940836,significant_down,day 31
ACZ81_10005,-2.57036368052165,significant_down,day 31
ACZ81_02830,2.56779257456461,significant_up,day 31
ACZ81_07060,2.55862394968669,significant_up,day 31
ACZ81_15960,2.54259141286214,significant_up,day 31
ACZ81_14900,2.53417809804281,significant_up,day 31
ACZ81_04685,2.52735042572022,significant_up,day 31
ACZ81_06495,-2.52491982777913,significant_down,day 31
ACZ81_19850,-2.51991939544678,significant_down,day 31
ACZ81_17260,-2.51722685496013,significant_down,day 31
ACZ81_10330,-2.50905132293701,significant_down,day 31
ACZ81_03500,-2.5056250890096,significant_down,day 31
ACZ81_01695,-2.47360642751058,significant_down,day 31
ACZ81_07720,2.45660241444906,significant_up,day 31
ACZ81_05400,-2.45184739430745,significant_down,day 31
ACZ81_02780,2.44153308868408,significant_up,day 31
ACZ81_13870,2.43553002675374,significant_up,day 31
ACZ81_10270,-2.43274339040121,significant_down,day 31
ACZ81_11535,2.42667802174886,significant_up,day 31
ACZ81_15340,-2.42665831247966,significant_down,day 31
ACZ81_20295,-2.42486794789632,significant_down,day 31
ACZ81_12765,2.42161019643148,significant_up,day 31
ACZ81_15860,2.41776625315348,significant_up,day 31
ACZ81_11915,2.41528542836507,significant_up,day 31
ACZ81_16685,2.40608247121175,significant_up,day 31
ACZ81_13570,2.39779059092204,significant_up,day 31
ACZ81_07230,2.38547039031982,significant_up,day 31
ACZ81_19620,2.38190174102784,significant_up,day 31
ACZ81_07040,-2.38089974721273,significant_down,day 31
ACZ81_09510,-2.38020102183024,significant_down,day 31
ACZ81_03695,2.37981001536051,significant_up,day 31
ACZ81_05220,2.37910874684652,significant_up,day 31
ACZ81_04490,2.37902673085531,significant_up,day 31
ACZ81_04735,-2.3647305170695,significant_down,day 31
ACZ81_02780,2.35955174763997,not_significant,day 18
ACZ81_19610,2.34958648681641,not_significant,day 31
ACZ81_07125,-2.34738381703695,significant_down,day 31
ACZ81_16285,-2.34182580312093,significant_down,day 31
ACZ81_06850,2.33802318572998,significant_up,day 31
ACZ81_05050,2.3331397374471,significant_up,day 31
ACZ81_15705,2.32946872711181,significant_up,day 31
ACZ81_00985,2.32299327850342,significant_up,day 31
ACZ81_09070,-2.32186094919841,significant_down,day 31
ACZ81_07780,2.31389586130778,significant_up,day 31
ACZ81_08075,2.31317106882731,significant_up,day 31
ACZ81_19615,-2.31271457672119,significant_down,day 31
ACZ81_01385,2.31026299794515,significant_up,day 31
ACZ81_13270,2.29897403717041,significant_up,day 31
ACZ81_01430,-2.297194480896,significant_down,day 31
ACZ81_07280,-2.29661146799723,significant_down,day 31
ACZ81_05125,2.2949291865031,significant_up,day 31
ACZ81_10605,-2.28915691375733,significant_down,day 31
ACZ81_10860,-2.28795019785563,significant_down,day 31
ACZ81_07925,2.2874968846639,significant_up,day 31
ACZ81_15160,2.2863670984904,significant_up,day 31
ACZ81_14650,-2.28346474965414,significant_down,day 31
ACZ81_18800,-2.27715714772542,significant_down,day 31
ACZ81_17150,-2.2733990351359,significant_down,day 31
ACZ81_07300,2.26254749298096,significant_up,day 31
ACZ81_10425,2.25077342987061,significant_up,day 31
ACZ81_07375,2.2466147740682,significant_up,day 31
ACZ81_17015,2.23858992258708,significant_up,day 31
ACZ81_04225,2.2367156346639,significant_up,day 31
ACZ81_17510,-2.23410638173421,significant_down,day 31
ACZ81_08320,-2.23357550303141,significant_down,day 31
ACZ81_08785,-2.2333574295044,significant_down,day 31
ACZ81_16115,2.22672430674235,significant_up,day 31
ACZ81_19400,2.20658906300863,significant_up,day 31
ACZ81_15490,2.20220343271891,significant_up,day 31
ACZ81_15930,2.19797738393148,significant_up,day 31
ACZ81_14645,-2.19649918874105,significant_down,day 31
ACZ81_12865,2.19544188181559,significant_up,day 31
ACZ81_10335,-2.19482771555583,significant_down,day 31
ACZ81_03585,2.19465033213297,significant_up,day 31
ACZ81_07950,-2.1844695409139,significant_down,day 31
ACZ81_13205,2.18182150522868,significant_up,day 31
ACZ81_04275,2.17533461252848,significant_up,day 31
ACZ81_16800,2.17206160227458,significant_up,day 31
ACZ81_08070,-2.17113971710205,significant_down,day 31
ACZ81_20450,-2.16868877410889,significant_down,day 31
ACZ81_18475,-2.16582520802816,significant_down,day 31
ACZ81_03280,-2.15758228302002,significant_down,day 31
ACZ81_14965,-2.15677229563395,significant_down,day 31
ACZ81_12230,2.15428606669108,not_significant,day 18
ACZ81_05545,2.1509370803833,not_significant,day 31
ACZ81_07400,2.14959494272868,significant_up,day 31
ACZ81_01125,2.14164447784424,significant_up,day 31
ACZ81_20300,-2.13959280649821,significant_down,day 31
ACZ81_09250,2.13660589853922,significant_up,day 31
ACZ81_17290,-2.13501008351644,significant_down,day 31
ACZ81_14420,2.13267167409261,significant_up,day 31
ACZ81_17195,-2.13242562611898,significant_down,day 31
ACZ81_13815,2.12930774688721,significant_up,day 31
ACZ81_02485,2.12888749440511,significant_up,day 31
ACZ81_06085,-2.12196890513102,significant_down,day 31
ACZ81_18005,-2.11779944101969,significant_down,day 31
ACZ81_17685,-2.11493142445882,significant_down,day 31
ACZ81_10370,2.11056168874105,significant_up,day 31
ACZ81_04645,2.10773626963298,significant_up,day 31
ACZ81_10155,2.10392793019613,significant_up,day 31
ACZ81_19915,-2.09859561920166,not_significant,day 31
ACZ81_14030,-2.09830379486084,significant_down,day 31
ACZ81_13410,2.09657065073649,significant_up,day 31
ACZ81_14625,2.09383042653402,significant_up,day 31
ACZ81_08795,2.08192284901937,significant_up,day 31
ACZ81_11740,-2.08019669850667,significant_down,day 31
ACZ81_06755,-2.0763826370239302,significant_down,day 31
ACZ81_13220,2.07574367523194,significant_up,day 31
ACZ81_10780,-2.07399908701579,significant_down,day 31
ACZ81_13250,-2.06793308258057,significant_down,day 31
ACZ81_12910,-2.06793053944905,significant_down,day 31
ACZ81_03390,2.06624762217204,significant_up,day 31
ACZ81_03765,-2.06527678171794,significant_down,day 31
ACZ81_04450,-2.0615504582723,significant_down,day 31
ACZ81_03045,-2.06051540374756,significant_down,day 31
ACZ81_10705,2.05584462483725,not_significant,day 18
ACZ81_03695,2.05567995707194,not_significant,day 18
ACZ81_07285,-2.053053855896,significant_down,day 31
ACZ81_11545,-2.04836940765381,significant_down,day 31
ACZ81_08355,2.04107824961344,significant_up,day 31
ACZ81_11690,2.04101594289144,significant_up,day 31
ACZ81_08540,-2.03968524932861,significant_down,day 31
ACZ81_13225,2.03885618845622,significant_up,day 31
ACZ81_15265,-2.03571160634359,significant_down,day 31
ACZ81_01020,-2.03431351979573,significant_down,day 31
ACZ81_13830,-2.03311252593994,significant_down,day 31
ACZ81_11670,2.02931499481201,significant_up,day 31
ACZ81_11755,-2.02421220143636,significant_down,day 31
ACZ81_17410,2.02365144093831,significant_up,day 31
ACZ81_15965,2.02086607615153,significant_up,day 31
ACZ81_07415,-2.01716073354085,significant_down,day 31
ACZ81_16405,2.01682821909587,significant_up,day 31
ACZ81_03735,-2.01277383168538,significant_down,day 31
ACZ81_14590,-2.00779819488525,significant_down,day 31
ACZ81_08915,2.00532182057698,significant_up,day 31
ACZ81_02155,-2.0048983891805,significant_down,day 31
ACZ81_06080,-2.00346851348877,significant_down,day 31
ACZ81_05470,-2.00291093190511,significant_down,day 31
ACZ81_18555,2.00199286142985,significant_up,day 31
ACZ81_15050,-2.00155099232992,significant_down,day 31
ACZ81_01925,1.9990250269572,significant_up,day 31
ACZ81_11205,1.99792766571045,significant_up,day 31
ACZ81_13810,1.99785137176514,significant_up,day 31
ACZ81_16195,1.99489688873291,significant_up,day 31
ACZ81_01770,-1.99395783742269,significant_down,day 31
ACZ81_07595,-1.99129772186279,significant_down,day 31
ACZ81_17280,-1.98828601837159,significant_down,day 31
ACZ81_01565,1.98773161570231,significant_up,day 31
ACZ81_14065,1.98052247365316,significant_up,day 31
ACZ81_00910,-1.97811222076416,significant_down,day 31
ACZ81_00975,1.97685782114665,significant_up,day 31
ACZ81_04580,-1.97371196746826,significant_down,day 31
ACZ81_10110,1.97343667348226,significant_up,day 31
ACZ81_04670,1.9730749130249,significant_up,day 31
ACZ81_18755,-1.96238549550374,significant_down,day 31
ACZ81_15335,-1.95882193247477,significant_down,day 31
ACZ81_12715,-1.95840040842692,significant_down,day 31
ACZ81_11610,-1.95686308542888,significant_down,day 31
ACZ81_07420,-1.95631504058838,significant_down,day 31
ACZ81_00060,-1.94854068756104,significant_down,day 31
ACZ81_13550,-1.94817193349203,significant_down,day 31
ACZ81_19830,-1.94775613149007,significant_down,day 31
ACZ81_RS20500,1.94193077087402,not_significant,day 18
ACZ81_17790,-1.9390910466512,significant_down,day 31
ACZ81_03830,-1.9312416712443,significant_down,day 31
ACZ81_03380,-1.93038717905681,significant_down,day 31
ACZ81_11150,-1.92497030893962,significant_down,day 31
ACZ81_05955,-1.91987450917562,significant_down,day 31
ACZ81_13130,1.91427771250407,significant_up,day 31
ACZ81_09190,-1.90781180063884,significant_down,day 31
ACZ81_00100,-1.90645503997803,significant_down,day 31
ACZ81_15925,1.90454324086507,significant_up,day 31
ACZ81_19080,-1.90394115447998,significant_down,day 31
ACZ81_02115,-1.90310192108154,significant_down,day 31
ACZ81_09090,1.89905261993408,significant_up,day 31
ACZ81_18040,-1.89615472157796,significant_down,day 31
ACZ81_13695,-1.89537906646729,significant_down,day 31
ACZ81_14820,-1.89353148142497,significant_down,day 31
ACZ81_17350,-1.89131069183349,significant_down,day 31
ACZ81_03405,-1.88543160756429,significant_down,day 31
ACZ81_11125,-1.88290882110596,significant_down,day 31
ACZ81_14490,1.88188393910726,significant_up,day 31
ACZ81_17325,-1.88104788462321,significant_down,day 31
ACZ81_RS17170,-1.880446434021,significant_down,day 31
ACZ81_08520,-1.87972609202067,significant_down,day 31
ACZ81_06100,1.87840874989828,significant_up,day 31
ACZ81_07305,-1.8756144841512,significant_down,day 31
ACZ81_10455,-1.87407271067302,significant_down,day 31
ACZ81_13260,-1.87404918670654,significant_down,day 31
ACZ81_00800,1.87277062733968,significant_up,day 31
ACZ81_17475,1.8727388381958,significant_up,day 31
ACZ81_01710,-1.86800797780355,significant_down,day 31
ACZ81_11970,1.86621634165446,significant_up,day 31
ACZ81_14660,1.86405531565348,significant_up,day 31
ACZ81_14295,1.86394341786703,significant_up,day 31
ACZ81_09265,-1.86153443654378,significant_down,day 31
ACZ81_16680,-1.85574118296305,significant_down,day 31
ACZ81_02925,-1.85301049550374,significant_down,day 31
ACZ81_15210,-1.85164229075114,significant_down,day 31
ACZ81_14620,1.84996891021728,significant_up,day 31
ACZ81_12250,1.84925746917724,significant_up,day 31
ACZ81_17345,-1.84659163157145,significant_down,day 31
ACZ81_17440,1.84577592213948,significant_up,day 31
ACZ81_02685,-1.84456221262614,significant_down,day 31
ACZ81_06525,-1.84096050262451,significant_down,day 31
ACZ81_06350,1.83938630421956,significant_up,day 31
ACZ81_RS04395,1.83867931365967,significant_up,day 31
ACZ81_20375,1.83625761667887,significant_up,day 31
ACZ81_10750,-1.83597596486409,significant_down,day 31
ACZ81_10410,-1.83156490325928,significant_down,day 31
ACZ81_04790,-1.82552369435628,significant_down,day 31
ACZ81_13170,-1.82487964630127,significant_down,day 31
ACZ81_05520,-1.82486375172933,significant_down,day 31
ACZ81_17185,-1.8245890935262,significant_down,day 31
ACZ81_09800,-1.82133769989013,significant_down,day 31
ACZ81_15100,-1.81594053904216,significant_down,day 31
ACZ81_04760,-1.81491820017497,significant_down,day 31
ACZ81_12065,-1.81481329600017,significant_down,day 31
ACZ81_15060,-1.81480121612549,significant_down,day 31
ACZ81_00155,-1.81301148732504,significant_down,day 31
ACZ81_16020,1.80669498443604,significant_up,day 31
ACZ81_15595,1.80588754018148,significant_up,day 31
ACZ81_18135,1.80437119801839,significant_up,day 31
ACZ81_05590,1.79914824167888,significant_up,day 31
ACZ81_13155,-1.79823271433512,significant_down,day 31
ACZ81_17740,-1.79144636789958,significant_down,day 31
ACZ81_04875,1.78839906056722,significant_up,day 31
ACZ81_01715,-1.78810342152914,significant_down,day 31
ACZ81_13330,-1.78674284617106,significant_down,day 31
ACZ81_03725,-1.78600215911865,significant_down,day 31
ACZ81_14400,1.78400198618571,not_significant,day 31
ACZ81_10385,-1.78100872039795,significant_down,day 31
ACZ81_19005,-1.77711073557536,significant_down,day 31
ACZ81_12885,-1.77338186899821,significant_down,day 31
ACZ81_05930,-1.77013047536214,significant_down,day 31
ACZ81_19480,-1.76983674367269,significant_down,day 31
ACZ81_08790,1.76502768198649,significant_up,day 31
ACZ81_19240,1.76448408762613,significant_up,day 31
ACZ81_12670,1.76392396291097,significant_up,day 31
ACZ81_04245,-1.7607806523641,significant_down,day 31
ACZ81_14120,1.76003424326579,significant_up,day 31
ACZ81_14655,1.7594493230184,significant_up,day 31
ACZ81_02890,-1.75898392995199,significant_down,day 31
ACZ81_02325,-1.75623861948649,significant_down,day 31
ACZ81_18400,-1.75546169281006,significant_down,day 31
ACZ81_13020,-1.75060431162516,significant_down,day 31
ACZ81_03870,-1.74844964345296,significant_down,day 31
ACZ81_16310,-1.74576059977213,not_significant,day 18
ACZ81_08100,-1.74444929758708,significant_down,day 31
ACZ81_19275,-1.74416828155517,significant_down,day 31
ACZ81_05170,1.74281088511149,significant_up,day 31
ACZ81_08765,-1.74242369333903,significant_down,day 31
ACZ81_11970,1.73845354715983,not_significant,day 18
ACZ81_10740,-1.73754596710205,significant_down,day 31
ACZ81_14455,-1.73619174957275,significant_down,day 31
ACZ81_08575,-1.73016134897868,significant_down,day 31
ACZ81_10850,1.72517108917236,significant_up,day 31
ACZ81_16520,1.7245709101359,significant_up,day 31
ACZ81_RS21680,1.72143427530924,not_significant,day 18
ACZ81_10275,-1.72136720021566,significant_down,day 31
ACZ81_00280,-1.71695931752523,significant_down,day 31
ACZ81_11585,-1.70989195505778,significant_down,day 31
ACZ81_16465,1.70980421702067,significant_up,day 31
ACZ81_03320,-1.70790259043376,significant_down,day 31
ACZ81_18025,-1.70741685231527,significant_down,day 31
ACZ81_15540,-1.70594755808512,significant_down,day 31
ACZ81_15545,-1.70431359608968,significant_down,day 31
ACZ81_19225,-1.70407136281332,significant_down,day 31
ACZ81_18465,-1.70320733388265,significant_down,day 31
ACZ81_01365,-1.70314566294352,significant_down,day 31
ACZ81_08905,1.69641462961833,significant_up,day 31
ACZ81_05330,-1.69391981760661,significant_down,day 31
ACZ81_05315,-1.69224580128988,significant_down,day 31
ACZ81_09415,1.69161637624105,significant_up,day 31
ACZ81_17060,-1.69070466359457,significant_down,day 31
ACZ81_01640,-1.68983046213786,significant_down,day 31
ACZ81_02380,-1.6895538965861,significant_down,day 31
ACZ81_03435,-1.68741766611735,significant_down,day 31
ACZ81_09785,-1.68076737721761,significant_down,day 31
ACZ81_03155,-1.67898019154867,significant_down,day 31
ACZ81_08020,1.67889626820882,significant_up,day 31
ACZ81_00400,-1.67664305369059,significant_down,day 31
ACZ81_15400,-1.67661952972412,significant_down,day 31
ACZ81_08755,-1.67547575632731,not_significant,day 31
ACZ81_17315,-1.67509682973226,significant_down,day 31
ACZ81_07290,-1.67484633127848,significant_down,day 31
ACZ81_19350,-1.67381509145101,significant_down,day 31
ACZ81_09880,-1.67255942026774,significant_down,day 31
ACZ81_07675,1.66938940684001,significant_up,day 31
ACZ81_12105,-1.66589959462484,significant_down,day 31
ACZ81_11055,-1.66338888804118,significant_down,day 31
ACZ81_04840,-1.66183185577393,significant_down,day 31
